TRAPX	TRAPY
56768	110176
56864	107776
57344	107296
57536	110944
57952	107040
58304	110464
58240	112288
58624	107136
58368	109056
59104	107520
58880	109504
58912	112160
59296	112896
59584	108096
59808	108960
59520	109664
59456	111680
59648	113856
60128	110112
60032	110880
60032	112352
60288	114432
60416	108480
60864	107680
60800	110560
60736	114912
61216	111104
61632	107328
61600	111424
61696	113024
61600	114752
61632	117472
61984	106592
62272	107936
62080	111968
62304	113056
62144	113920
62336	115232
62208	117376
62592	106240
62848	108480
62624	112448
62784	113440
62944	115776
62496	116608
62944	117856
62656	118528
63168	105280
63424	108960
63104	111840
63264	112672
63200	113856
63168	116864
63360	118176
63680	104512
63776	107040
63904	108352
63840	112576
63616	111872
63680	113472
63584	115680
63712	117216
63936	117920
64256	103904
64320	106528
64224	107488
64448	107008
64000	109728
64384	112768
64096	113728
64000	115072
64416	117120
64288	118432
64768	106016
64800	106784
64768	107840
64512	110272
64576	111200
64992	114080
64576	114496
64864	116608
64800	118688
65088	103712
65312	106656
65344	107520
65216	110784
65184	115392
65440	116128
65600	104352
65600	106368
65760	107040
66272	104768
66112	105920
66048	116192
66368	116832
66944	105504
66880	117120
67392	106208
67968	106528
68416	107328
68768	108032
