TRAPX	TRAPY
55264	109440
55232	109408
55200	109376
55168	109344
55136	109312
55168	109312
55200	109344
55232	109376
55264	109408
55264	123456
55264	123488
55232	123488
55232	123520
55200	123520
55200	123552
55168	123552
55168	123584
55296	109472
55328	109504
55360	109536
55392	109536
55360	109504
55328	109472
55296	109440
55392	109568
55424	109600
55456	109632
55488	109664
55520	109696
55552	109728
55584	109760
55424	109568
55456	109600
55488	109632
55520	109664
55552	109696
55584	109728
55424	123296
55392	123328
55360	123360
55456	123296
55424	123328
55392	123360
55456	123264
55488	123264
55488	123232
55520	123232
55520	123200
55552	123200
55360	123392
55328	123392
55328	123424
55296	123424
55296	123456
55936	108512
55904	108512
55904	108480
56160	109536
56192	109504
56224	109472
56256	109440
56288	109408
56160	108736
56128	108704
56096	108672
56064	108640
56288	109376
56256	109408
56224	109440
56192	109472
56160	109504
56128	108736
56096	108704
56064	108672
56032	108640
56128	109536
56032	108608
56000	108576
55968	108544
56192	108768
56224	108800
56256	108832
56288	108864
56288	108896
56256	108864
56224	108832
56192	108800
56160	108768
56000	108608
55968	108576
55936	108544
56096	109568
56064	109600
56032	109632
56000	109664
56032	109664
56000	109696
56064	109632
56096	109600
56128	109568
56064	123264
56096	123296
56128	123328
56160	123360
56192	123392
56224	123424
56192	123424
56160	123392
56128	123360
56096	123328
56064	123296
56224	123456
56256	123456
56256	123488
56288	123488
56288	123520
56032	123264
56032	123232
56000	123232
56000	123200
55968	123200
55968	123168
55936	123168
55936	123136
55904	123136
55904	123104
55872	123104
56288	123744
56256	123776
56224	123808
56192	123840
56160	123872
56288	123776
56256	123808
56224	123840
56192	123872
56128	123904
56096	123936
56064	123968
56032	124000
56000	124032
55968	124064
55936	124096
55904	124128
56160	123904
56128	123936
56096	123968
56064	124000
56032	124032
56000	124064
55968	124096
55936	124128
55904	124160
56320	109376
56320	109344
56352	109312
56384	109280
56416	109248
56448	109216
56480	109184
56512	109184
56480	109216
56448	109248
56416	109280
56384	109312
56352	109344
56320	108896
56352	108928
56320	108928
56320	123520
56320	123552
56352	123552
56352	123584
56384	123584
56384	123616
56416	123616
56416	123648
56448	123648
56448	123680
69088	123872
69056	123840
69024	123808
68992	123776
69088	123840
69056	123808
69024	123776
69088	123456
69056	123488
69088	123488
69600	108992
69600	109024
69568	109024
69568	109056
69536	109056
69504	109088
69472	109120
69440	109152
69408	109184
69376	109216
69344	109248
69312	109280
69344	109280
69376	109248
69408	109216
69440	109184
69536	109088
69504	109120
69472	109152
69440	109536
69408	109504
69376	109472
69408	109472
69440	109504
69472	109536
69536	109632
69568	109664
69600	109696
69600	109664
69568	109632
69536	109600
69504	109600
69472	109568
69504	109568
69280	123264
69312	123232
69344	123200
69376	123168
69408	123136
69440	123136
69376	123200
69408	123168
69344	123232
69312	123264
69120	123872
69440	123104
69472	123072
69504	123040
69536	123008
69568	122976
69248	123296
69216	123328
69184	123360
69152	123392
69120	123424
69120	123456
69152	123424
69184	123392
69216	123360
69248	123328
69280	123296
69472	123104
69504	123072
69536	123040
69568	123008
69600	122976
69184	123968
69216	124000
69248	124032
69280	124032
69248	124000
69216	123968
69312	124064
69344	124096
69376	124096
69408	124160
69440	124192
69472	124224
69440	124224
69408	124192
69376	124128
69280	124064
69312	124096
69344	124128
69376	124160
69152	123936
69120	123904
69184	123936
69152	123904
69824	108800
69792	108832
69760	108864
69728	108896
69696	108928
69664	108960
69632	108992
69792	108800
69760	108832
69728	108864
69696	108896
69664	108928
69632	108960
69824	108768
69856	108736
69888	108704
69920	108672
69952	108640
69856	108768
69888	108736
69920	108704
69952	108672
69984	108640
69632	109728
69664	109760
69664	109728
69632	109696
69696	109792
69728	109824
69760	109856
69792	109888
69824	109920
69856	109952
69696	109760
69728	109792
69760	109824
69792	109856
69824	109888
69856	109920
70528	109536
70560	109536
70592	109504
70624	109472
70560	109504
70592	109472
70624	109440
70400	109696
70432	109664
70464	109632
70496	109600
70528	109568
70496	109568
70464	109600
70432	109632
70400	109664
70368	109728
70336	109760
70304	109792
70272	109824
70240	109856
70368	109696
70336	109728
70304	109760
70272	109792
70240	109824
70656	109440
70656	109408
