TRAPX	TRAPY
60608	127616
61056	120352
61216	128288
61728	120800
61472	126784
61888	127328
61920	128768
62432	121280
62080	126528
62528	122240
62720	123072
62464	125792
62752	126304
62464	127264
62656	128768
63168	121600
63392	122464
63200	123488
63072	127008
63392	128512
63744	121728
63552	121056
63712	123424
63584	126592
64320	121664
64320	122528
64256	123520
64128	128064
64736	123520
64960	128096
65440	119552
65248	122400
65728	111296
65792	113472
65728	118848
65824	119968
65792	121600
65696	123232
65728	127648
66176	111712
66272	112992
66112	118112
66336	120736
66304	123808
66272	126976
66656	112288
66688	117888
66816	120800
66784	125088
66816	126432
67488	110720
67264	112064
67552	113120
67136	112672
67392	117664
67456	120704
67456	121312
67424	125504
67776	111552
67776	118240
67936	121824
68288	110976
68192	112928
68192	113856
68320	117568
68416	118624
68480	119552
68128	120512
68416	122368
68288	125344
68896	110176
68608	114208
69088	115584
68992	114752
68864	117216
69056	119712
68864	122816
69504	115200
69152	116672
69376	115968
69888	115520
69920	114720
70016	116288
69632	119424
70432	115680
70240	115040
70464	114784
70528	116320
70368	119104
71072	110304
70752	115488
70880	116128
71104	117056
70976	118336
71232	114656
71232	115648
71552	117440
71712	110720
71680	114208
72320	111360
72320	113856
72672	117120
72288	117760
72928	111936
73024	113216
72960	113952
73568	112640
73440	114528
73440	115776
73664	116480
73248	117120
74208	113248
73952	115232
74208	116768
74432	115040
74336	115744
74816	114208
74976	115840
74880	116512
