TRAPX	TRAPY
51936	102656
51968	102688
52000	102720
52032	102752
52064	102784
52096	102816
52128	102848
52160	102880
52192	102912
52224	102944
52256	102976
52288	103008
52320	102976
52352	102944
52352	102880
52352	102816
52384	102752
52416	102688
52448	102656
52480	102624
52512	102592
52544	102624
52576	102656
52608	102688
52640	102656
52672	102624
52704	102592
52736	102560
52768	102592
52800	102624
52832	102656
52864	102688
52896	102720
52928	102752
52960	102784
52992	102816
53024	102848
53056	102880
53088	102912
53120	102944
53152	102976
53184	103008
53216	103040
53248	103072
53280	103104
53312	103136
53344	103168
53376	103200
