TRAPX	TRAPY
52704	101952
52672	102016
52640	102080
52608	102112
52576	102176
52544	102208
52544	102272
52576	102304
52608	102336
52640	102400
52672	102432
52704	102496
52704	102816
52672	102848
52640	102816
52608	102848
52576	102880
52544	102944
52512	103008
52512	103072
52512	103136
52512	103200
52480	103264
52480	103328
52480	103392
52448	103456
52448	103520
52416	103584
52416	103648
52384	103712
52768	101600
52768	101664
52768	101728
52768	101792
52768	101856
52736	101920
52736	102528
52768	102592
52768	102656
52800	102720
52800	102784
52768	102816
52736	102848
