TRAPX	TRAPY
50144	110848
50144	110816
50144	110784
50144	110752
50112	110784
50112	110816
50400	110496
50432	110496
50464	110528
50464	110496
50496	110528
50528	110560
50496	110560
50464	110560
50432	110528
50432	110560
50400	110528
50400	110560
50368	110528
50368	110560
50336	110560
50432	110464
50528	110592
50496	110624
50464	110656
50432	110688
50400	110720
50368	110752
50336	110784
50304	110816
50272	110848
50240	110848
50208	110912
50208	110880
50240	110816
50272	110816
50304	110784
50336	110752
50368	110720
50400	110688
50432	110656
50464	110624
50496	110592
50464	110592
50432	110592
50432	110624
50400	110592
50400	110624
50400	110656
50368	110592
50368	110624
50368	110656
50368	110688
50336	110592
50336	110624
50336	110656
50336	110688
50336	110720
50304	110592
50304	110624
50304	110656
50304	110720
50304	110688
50304	110720
50304	110752
50272	110784
50272	110752
50272	110720
50272	110688
50272	110624
50272	110656
50240	110656
50240	110688
50240	110720
50240	110752
50240	110784
50240	110752
50208	110784
50208	110816
50208	110848
50208	110752
50208	110720
50208	110688
50176	110720
50176	110752
50176	110784
50176	110816
50176	110848
50176	110880
