TRAPX	TRAPY
41760	104288
41984	102752
42656	103200
42784	105440
43008	101696
43072	103744
44000	100672
43872	103008
44384	101472
44288	106112
44544	105952
45248	104128
45536	108128
45888	99968
45920	101056
46112	98944
46816	101312
47456	101920
47488	103328
47904	96832
47936	99008
48576	97248
48800	95808
49024	98048
48800	99264
48768	101888
48928	103136
48768	104576
48896	105664
49600	99840
49440	107520
49216	111680
50336	95424
50656	97472
50176	107104
50528	108608
50432	109440
50976	93888
51040	96192
51072	99520
51040	100896
50752	102432
51104	105568
50720	106496
51424	93888
51456	97920
51520	105632
51680	112000
52064	94944
51936	104128
51712	114144
52576	101152
52384	106112
52288	108800
52544	110720
52224	113632
52960	102848
52736	109536
52992	111424
53280	96128
53344	97344
53504	98784
53600	100032
53312	100768
53696	102400
53664	104736
53664	106208
53888	112832
54272	97056
54592	100992
54464	101792
54752	106240
54272	111104
55264	99264
55232	108032
54944	109440
54880	110752
54816	111968
54976	112832
55616	102912
55712	104416
55520	105600
55616	106656
56736	104064
56672	107808
56800	108768
56576	110048
56576	111360
57312	102592
56832	105408
57120	106240
57696	102016
57472	103840
58144	101088
58080	108576
58624	104960
58464	106144
59296	104416
59040	106656
59424	103328
59776	108096
59936	106784
60512	103488
60928	105952
61728	104704
61440	105568
62336	105408
