TRAPX	TRAPY
41376	103424
42432	102400
42368	103744
42016	104608
42976	103648
42624	105280
42784	105088
43200	102592
43136	103520
43264	103712
43008	105408
43520	101184
43648	105056
43680	106208
44448	100192
44288	101536
44448	102528
44128	104448
44192	105920
44384	106144
44640	106144
44544	107040
45536	99072
45344	100448
45504	101568
45120	102912
45184	104224
45088	105376
45920	98944
45600	103680
46016	106304
45856	107232
45664	108224
46432	98176
46240	98848
46464	99328
46496	100512
46208	101856
46304	105312
46784	102688
46848	104960
46912	107200
47456	99488
47264	100896
47232	103392
47360	104352
47520	106560
47456	109952
47936	101568
47712	103424
47872	105984
47840	108160
48352	96256
48544	97376
48576	98400
48352	99712
48480	102080
48256	104064
48320	105312
48512	107808
48288	109696
48544	111072
49024	100448
48928	102944
48864	107008
48992	109248
49344	95264
49344	96384
49600	97344
49376	98688
49440	101184
49344	103840
49248	105056
49504	106496
49568	109856
49440	110848
50080	99424
49792	102112
49952	108032
49760	108928
49696	112192
50464	94112
50464	95328
50304	97760
50528	100032
50624	105184
50240	105984
50560	111840
50976	94816
50912	96128
50912	97248
51104	98368
51104	100992
50848	107648
50976	109088
51040	110048
51072	111328
50848	113376
51296	93888
51328	94112
51648	94560
51648	99168
51296	102336
51488	103712
51552	105504
51232	107040
51584	112928
51744	95776
51840	97088
52096	100800
51808	106304
52064	107840
52096	109024
52064	110112
52032	111296
52096	112480
51872	114368
52640	95584
52224	98624
52288	102208
52352	104672
52608	107136
52640	111872
52704	112928
52864	96960
52960	98272
53216	99552
52800	100288
53184	101824
53024	104096
52768	105696
53088	107904
53152	109152
53024	110208
53216	113440
52736	114144
53248	96032
53728	96704
53568	103488
53664	106048
53632	110752
53600	114336
53856	97856
54048	99328
54080	100544
53888	101408
54240	102912
53952	109312
54144	111168
53888	111840
54336	97120
54272	105344
54272	106752
54336	107904
54656	109856
54400	111072
54400	112320
54528	113408
54848	97824
54784	98880
55072	100160
55040	101440
54944	102464
55232	103936
54912	104608
55264	105792
55072	107168
54816	108416
55200	110400
55488	98272
55712	107520
55648	108896
55488	112320
55968	98912
56000	102432
56096	103616
56256	104928
56160	106144
56288	109312
56000	110624
56672	100768
56768	102016
56576	106656
56640	111168
57120	99968
56960	103360
57248	104768
57216	108288
56864	107648
57184	109568
57696	100576
57824	101856
57600	102144
57824	103136
57600	105600
58112	102176
58016	104448
57856	106624
58240	108480
58176	109632
58784	101728
58592	102464
58848	103904
58368	107136
58976	103072
58976	105440
59136	108640
59776	105088
59456	106272
59424	107264
59968	102880
59904	104000
60224	107744
60896	104960
60704	105952
61120	104096
61024	105760
61056	106112
61344	106496
61888	106112
62208	105120
62464	105472
