XPOS	YPOS
38848	82240
38880	82240
38816	82272
38848	82272
38880	82272
38784	82304
38816	82304
38848	82304
38880	82304
38752	82336
38784	82336
38816	82336
38848	82336
38880	82336
38720	82368
38752	82368
38784	82368
38816	82368
38848	82368
38688	82400
38720	82400
38752	82400
38784	82400
38816	82400
38720	82432
38752	82432
38784	82432
38688	82464
38720	82464
38752	82464
38720	82496
38912	82176
38944	82176
38976	82176
38912	82208
38944	82208
38976	82208
39008	82208
38912	82240
38944	82240
38976	82240
38912	82272
38944	82272
38912	82304
