TRAPX	TRAPY
51040	130784
51072	130816
51040	130816
51040	130848
51072	130848
51040	130880
51072	130880
51072	130912
51040	130912
51104	130848
51104	130880
51104	130912
51136	130944
51136	130912
51136	130880
51168	130912
51168	130944
51168	130976
51072	130784
51008	130816
51008	130848
51008	130880
51200	131008
51200	130976
51200	130944
51232	130976
51232	131008
51232	131040
51264	131040
51200	131040
51232	131072
51232	131104
51264	131072
51264	131104
51264	131136
51200	131072
51296	131072
51296	131104
51296	131136
51328	131072
51328	131104
51328	131136
