TRAPX	TRAPY
58688	110560
58624	110400
58464	110464
58560	110592
58592	110784
58464	110688
58592	112192
58624	112384
58720	112160
58656	112000
58496	112288
58496	112064
59168	109984
59200	110176
59296	109952
59232	109792
59072	110080
59072	109856
59136	112928
59168	113120
59264	112896
59200	112736
59040	113024
59040	112800
59840	109152
59872	109344
59744	109248
59744	109024
60384	106976
60384	106752
59968	109120
59904	108960
60000	113472
60128	113440
60064	113280
59904	113568
59904	113344
60032	113664
60480	106880
60512	107072
60608	106848
60544	106688
60512	108256
60544	108448
60640	108224
60576	108064
60416	108352
60416	108128
60864	110528
60864	110752
60704	113280
60736	113472
60832	113248
60768	113088
60608	113376
60608	113152
61024	110464
61088	110624
60960	110656
60992	110848
61312	112448
61408	112576
61312	112672
61600	107200
61696	107328
61600	107424
61824	107296
61760	107136
61728	107520
61856	108480
61856	108704
61696	110016
61568	110048
61472	110144
61600	110240
61472	109920
61632	109856
61536	112544
61472	112384
61440	112768
62336	106816
62432	106944
62336	107040
62016	108416
61952	108608
61984	108800
62080	108576
62208	111552
62368	111488
62432	111648
62304	111680
62208	111776
62336	111872
62912	107072
62912	107296
62464	107136
62560	106912
62496	106752
62656	109344
62688	109536
62784	109312
62720	109152
62560	109440
62560	109216
62816	116608
62656	116672
62752	116800
62784	116992
62880	116768
62656	116896
63008	107200
63040	107392
63136	107168
63072	107008
63392	110016
63392	110240
63296	112544
63456	112480
63392	112672
63296	112768
63424	112864
63264	113536
63040	113440
63136	113568
63200	113376
63040	113664
63168	113760
63424	115872
63456	116064
63328	115968
63328	115744
63680	107264
63776	107392
63680	107488
63904	107360
63840	107200
63808	107584
63488	110144
63520	110336
63616	110112
63552	109952
63520	112640
63488	115680
63552	115840
64320	107168
64416	107296
64320	107392
64448	107488
64480	107104
64192	110944
64288	111072
64192	111168
64320	111264
64416	111040
64352	110880
64128	114976
64160	115168
64256	114944
64192	114784
64032	115072
64032	114848
64544	107264
64992	108384
64992	108608
64992	111584
64832	111648
64928	111776
64832	111872
64960	111968
64864	114336
64896	114528
64992	114304
64928	114144
64768	114432
64768	114208
65216	108480
65088	108512
65152	108320
65120	108704
65056	111744
65248	112160
65344	112288
65248	112384
65376	112480
65472	112256
65408	112096
65504	113472
65344	113536
65440	113664
65472	113856
65344	113760
65568	113632
66176	108896
66272	109024
66176	109120
66304	109216
66400	108992
66336	108832
66272	109824
66368	109952
66272	110048
66400	110144
66496	109920
66432	109760
66304	110912
66400	111040
66304	111136
66432	111232
66528	111008
66464	110848
66368	111936
66336	112320
66208	112000
66304	112128
66208	112224
66432	112096
66432	113152
66464	113344
66496	112960
66336	113248
66336	113024
66560	113120
