TRAPX	TRAPY
67808	104672
67808	104704
67776	104704
67776	104736
67808	104736
68064	104992
68064	104960
68064	104928
68032	104960
68032	104928
68032	104896
68000	104960
68000	104928
68000	104896
67968	104928
67968	104896
67968	104864
67936	104896
67936	104864
67936	104832
67904	104864
67904	104832
67904	104800
67872	104800
67872	104768
67872	104736
67840	104768
67840	104736
67840	104704
67872	104832
68064	105024
68352	105280
68384	105280
68384	105248
68352	105248
68320	105280
68320	105248
68320	105216
68320	105184
68320	105152
68288	105184
68288	105120
68288	105152
68256	105152
68256	105120
68256	105184
68224	105152
68224	105120
68224	105088
68192	105120
68192	105088
68192	105056
68160	105120
68160	105088
68160	105056
68128	105088
68128	105056
68128	105024
68096	105056
68096	105024
68096	104992
