TRAPX	TRAPY
64992	107136
64960	107104
64928	107072
64992	107104
64960	107072
64928	107040
64896	107040
64896	107072
64928	107104
64960	107136
64992	107168
64928	107008
64896	107104
64736	106752
64704	106752
64704	106784
64672	106752
64672	106784
64640	106720
64608	106688
64576	106656
64576	106624
64576	106560
64544	106624
64576	106592
64544	106656
64576	106688
64608	106720
64640	106752
64640	106688
64672	106720
64608	106656
64704	106816
64608	106624
65024	107104
65024	107136
65056	107072
65056	107104
65056	107136
65312	107360
65312	107392
65312	107424
65344	107360
65344	107392
65344	107424
65344	107456
65376	107424
65376	107456
65408	107456
65376	107488
65440	107488
65408	107488
65440	107456
65472	107488
65344	107488
65344	107456
65312	107456
65440	107520
65408	107520
65472	107520
65472	107552
65440	107552
65664	107712
65664	107744
65664	107776
65696	107744
65696	107776
65696	107808
65728	107776
65728	107808
65728	107840
65760	107808
65760	107840
65760	107840
65792	107840
65792	107872
65760	107872
65824	107872
65856	107872
65856	107904
65824	107904
65792	107904
66464	108512
66496	108512
66272	108320
66240	108320
66240	108352
66240	108384
66240	108352
66272	108352
66208	108288
66176	108256
66144	108224
66112	108192
66208	108320
66176	108288
66144	108256
66112	108224
66080	108192
66144	108192
66176	108224
66208	108256
66240	108288
66272	108288
66112	108256
66144	108288
66176	108320
66528	108608
66528	108640
66496	108576
66496	108608
66464	108576
66464	108544
66496	108544
66528	108576
66464	108608
66496	108640
66688	108672
66688	108704
66656	108704
66656	108672
66656	108640
66624	108640
66624	108672
66624	108608
66592	108640
66592	108672
66560	108640
66560	108608
66592	108608
66560	108672
66592	108704
