XPOS	YPOS
43744	102912
43712	102944
43744	102944
43680	102976
43712	102976
43648	103008
43680	103008
43616	103040
43648	103040
43584	103072
43616	103072
43584	103104
49632	109408
49632	109440
49792	109248
49760	109280
49792	109280
49728	109312
49760	109312
49696	109344
49728	109344
49664	109376
49696	109376
49664	109408
43680	111488
43680	111520
43712	111520
43712	111552
43744	111552
43744	111584
43776	111584
43776	111616
43808	111616
43808	111648
43840	111648
43840	111680
43872	111680
43872	111712
44064	111840
44032	111872
44064	111872
44064	111904
44096	111904
44096	111936
44128	111936
44128	111968
44160	111968
44160	112000
44192	112000
44192	112032
44224	112032
44224	112064
