XPOS	YPOS
54016	96800
54048	96768
54080	96736
54112	96704
54144	96672
54176	96640
54208	96608
54240	96576
54240	96544
54208	96576
54176	96608
54144	96640
54112	96672
54080	96704
54048	96736
54016	96768
54016	96736
54048	96704
54080	96672
54112	96640
54144	96608
54176	96576
54208	96544
54272	96544
55680	96512
55712	96544
55712	96512
55744	96544
55744	96576
55776	96576
55776	96608
55776	96544
55744	96512
55744	98496
55744	98528
55776	98496
55712	98528
55680	98560
55648	98592
55616	98624
55584	98656
55552	98688
55520	98720
55488	98752
55520	98752
55552	98720
55584	98688
55616	98656
55648	98624
55680	98592
55712	98560
55520	98784
55552	98752
55584	98720
55616	98688
55648	98656
55680	98624
55712	98592
55744	98560
55776	98528
55808	96608
55808	96640
55840	96640
55840	96672
55872	96672
55872	96704
55904	96704
55904	96736
55936	96768
55936	96736
55968	96768
55968	96800
55968	96736
55936	96704
55904	96672
55872	96640
55840	96608
55808	96576
