TRAPX	TRAPY
52288	101600
52320	101664
52352	101696
52384	101760
52416	101824
52416	101888
52416	101952
52416	102016
52416	102080
52416	102144
52416	102208
52416	102272
52416	102336
52416	102432
52416	102496
52416	102560
52416	102624
52416	102688
52416	102752
52448	102816
52480	102880
52512	102944
52544	103008
52576	103072
52608	103104
52640	103136
52672	103104
52704	103072
52736	103040
52768	103072
52800	103104
52832	103136
52864	103168
52896	103200
52928	103232
52960	103296
52992	103360
53024	103424
53056	103488
53088	103552
53120	103616
53152	103680
53184	103712
53216	103776
53248	103840
