TRAPX	TRAPY
64480	117280
64480	117248
64448	117280
64448	117248
64768	116672
64736	116608
64736	116640
64736	116672
64768	116704
64768	116736
64800	116864
64800	116896
64800	116928
64512	117280
64544	117216
64544	117248
64576	117216
64576	117184
64608	117152
64640	117120
64672	117088
64704	117056
64736	116992
64704	117024
64768	116960
64768	116768
64768	116800
64768	116832
64768	116896
64768	116864
64768	116928
64736	116960
64704	116992
64672	117056
64640	117088
64672	117024
64608	117120
64576	117152
64544	117184
64512	117216
64512	117248
