TRAPX	TRAPY
52512	118656
52512	118688
52576	118752
52608	118752
52544	118720
52544	118688
52576	118688
52576	118720
52704	118944
52704	118912
52704	118880
52672	118912
52672	118880
52672	118848
52640	118848
52672	118816
52640	118816
52608	118816
52608	118784
52576	118784
53152	119456
53152	119488
53120	119456
53120	119488
53088	119488
53056	119488
53024	119488
53056	119456
53024	119456
53088	119456
53184	119456
52992	119424
53024	119424
52992	119392
53024	119392
53024	119360
52992	119360
52960	119328
52960	119360
52928	119296
52928	119264
52896	119232
52928	119232
52896	119264
52896	119200
52864	119200
52864	119168
52864	119136
52832	119136
52928	119200
52896	119168
52896	119136
52864	119104
52832	119072
52800	119072
52800	119104
52800	119040
52864	119072
52800	119040
52768	119008
52768	119040
52832	119040
52800	119008
52800	118944
52768	118944
52736	118976
52736	118944
52736	118912
