TRAPX	TRAPY
60224	102752
60224	102784
60192	102816
60192	102848
60160	102848
60192	102880
60224	102880
60224	102848
60224	102912
60256	102912
60256	102944
60288	102976
60288	102944
60320	102944
60256	102880
60224	102816
60256	102848
60288	102880
60320	102880
60128	102848
60096	102848
60256	102816
60288	102848
60320	102848
60256	102784
60288	102592
60320	102624
60352	102656
60256	102592
60288	102624
60320	102656
60384	102688
60352	102688
60384	102720
60416	102720
60416	102752
60448	102720
60448	102752
