TRAPX	TRAPY
60384	100000
60384	100032
60352	99968
60352	99936
60352	100000
60320	99936
60320	99968
60320	99904
60320	99872
60288	99872
60288	99904
60256	99904
60256	99872
60224	99872
60224	99840
60192	99840
60192	99808
60160	99808
60160	99840
60128	99840
60128	99808
60096	99808
60096	99776
60064	99744
60064	99776
60032	99712
60032	99744
60000	99712
60000	99680
59968	99680
59968	99648
59936	99648
59936	99616
59904	99648
59904	99680
59936	99680
59904	99712
59936	99712
59968	99712
60608	100096
60608	100160
60608	100128
60576	100096
60576	100128
60576	100192
60544	100064
60544	100096
60512	100096
60512	100064
60480	100128
60480	100096
60480	100064
60448	100064
60448	100032
60416	100032
60416	100000
