TRAPX	TRAPY
71168	96256
71232	96192
71232	96320
71296	96128
71296	96256
71296	96384
71360	96064
71360	96192
71360	96320
71360	96448
71424	96000
71424	96128
71424	96256
71424	96384
71424	96512
71488	96064
71488	96192
71488	96320
71488	96448
71488	96576
71552	96128
71552	96256
71552	96384
71552	96512
71552	96640
71616	96192
71616	96320
71616	96448
71616	96576
71616	96704
71648	95968
71680	96256
71680	96384
71680	96512
71680	96640
71680	96768
71712	95904
71712	96032
71744	96320
71744	96448
71744	96576
71744	96704
71744	96832
71776	95840
71776	95968
71776	96096
71808	96384
71808	96512
71808	96640
71808	96768
71840	95776
71840	95904
71840	96032
71840	96160
71872	96448
71872	96576
71872	96704
71904	95712
71904	95840
71904	95968
71904	96096
71904	96224
71936	96512
71936	96640
71968	95648
71968	95776
71968	95904
71968	96032
71968	96160
72000	96576
72032	95584
72032	95712
72032	95840
72032	95968
72032	96096
72096	95520
72096	95648
72096	95776
72096	95904
72096	96032
72160	95456
72160	95584
72160	95712
72160	95840
72160	95968
72224	95392
72224	95520
72224	95648
72224	95776
72224	95904
72288	95456
72288	95584
72288	95712
72288	95840
72320	95264
72352	95520
72352	95648
72352	95776
72384	95200
72384	95328
72416	95584
72416	95712
72448	95136
72448	95264
72448	95392
72480	95648
72512	95072
72512	95200
72512	95328
72512	95456
72576	95008
72576	95136
72576	95264
72576	95392
72576	95520
72640	95072
72640	95200
72640	95328
72640	95456
72640	95584
72704	95136
72704	95264
72704	95392
72704	95520
72704	95648
72768	95200
72768	95328
72768	95456
72768	95584
72768	95712
72832	95264
72832	95392
72832	95520
72832	95648
72832	95776
72896	95328
72896	95456
72896	95584
72896	95712
72896	95840
72960	95392
72960	95520
72960	95648
72960	95776
73024	95456
73024	95584
73024	95712
73088	95520
73088	95648
73152	95584
