TRAPX	TRAPY
62432	93920
62432	93952
62464	93920
62464	93952
62464	93984
62496	93952
62496	93984
62496	94016
62528	93984
62528	94016
62528	94048
62560	94016
62560	94048
62560	94080
62592	94048
62592	94080
62592	94112
62624	94080
62624	94112
62624	94144
62656	94112
62656	94144
62656	94176
62688	94144
62688	94176
62688	94208
62720	94176
62720	94208
62720	94240
62752	94208
62752	94240
62752	94272
62784	94240
62784	94272
62784	94304
62816	94272
62816	94304
62816	94336
62848	94304
62848	94336
62848	94368
62880	94336
62880	94368
62880	94400
62912	94368
62912	94400
62912	94432
62944	94400
62944	94432
62944	94464
62976	94432
62976	94464
62976	94496
63008	94464
63008	94496
63008	94528
63008	94560
63008	94592
63008	94624
63008	94656
63008	94688
63008	94720
63008	94752
63040	94496
63040	94528
63040	94560
63040	94592
63040	94624
63040	94656
63040	94688
63040	94720
