TRAPX	TRAPY
64224	91904
64224	91936
64256	91904
64256	91936
64288	91904
64288	91936
64320	91904
64320	91936
64320	91968
64352	91904
64352	91936
64352	91968
64384	91904
64384	91936
64416	91904
64416	91936
64448	91904
64448	91936
64448	91968
64480	91936
64480	91968
64480	92000
64512	91968
64512	92000
64512	92032
64544	92000
64544	92032
64544	92064
64576	92032
64576	92064
64576	92096
64608	92064
64608	92096
64608	92128
64640	92096
64640	92128
64640	92160
64672	92128
64672	92160
64672	92192
64704	92160
64704	92192
64704	92224
64736	92192
64736	92224
64736	92256
64768	92224
64768	92256
64768	92288
64800	92256
64800	92288
64800	92320
64832	92288
64832	92320
64832	92352
64864	92320
64864	92352
64864	92384
64896	92352
64896	92384
64896	92416
64928	92384
64928	92416
64928	92448
64960	92416
64960	92448
64960	92480
64992	92448
