TRAPX	TRAPY
69536	86816
69536	86848
69568	86848
69568	86880
69568	86912
69600	86880
69600	86912
69600	86944
69632	86912
69632	86944
69632	86976
69664	86944
69664	86976
69664	87008
69696	86976
69696	87008
69696	87040
69728	87008
69728	87040
69728	87072
69760	87040
69760	87072
69760	87104
69792	87072
69792	87104
69792	87136
69824	87104
69824	87136
69824	87168
69856	87136
69856	87168
69856	87200
69888	87168
69888	87200
69888	87232
69920	87200
69920	87232
69920	87264
69952	87232
69952	87264
69952	87296
69984	87264
69984	87296
69984	87328
70016	87296
70016	87328
70016	87360
70048	87328
70048	87360
70048	87392
70080	87360
70080	87392
70080	87424
70112	87392
70112	87424
70112	87456
70144	87424
70144	87456
70144	87488
70176	87456
