TRAPX	TRAPY
58016	98496
58048	98464
58048	98496
58048	98528
58080	98496
58080	98528
58080	98560
58112	98528
58112	98560
58112	98592
58144	98560
58144	98592
58144	98624
58176	98592
58176	98624
58176	98656
58208	98624
58208	98656
58208	98688
58240	98656
58240	98688
58240	98720
58272	98688
58272	98720
58272	98752
58304	98720
58304	98752
58304	98784
58336	98752
58336	98784
58336	98816
58368	98784
58368	98816
58368	98848
58400	98816
58400	98848
58400	98880
58432	98848
58432	98880
58432	98912
58464	98880
58464	98912
58464	98976
58496	98912
58496	98944
58496	98976
58496	99008
58528	98976
58528	99008
58528	99040
58560	99008
58560	99040
58560	99072
58592	99040
