TRAPX	TRAPY
70464	96448
70496	96416
70496	96448
70496	96480
70528	96448
70528	96480
70528	96512
70560	96480
70560	96512
70560	96544
70592	96512
70592	96544
70592	96576
70624	96544
70624	96576
70624	96608
70656	96576
70656	96608
70656	96640
70688	96608
70688	96640
70688	96672
70720	96640
70720	96672
70720	96704
70752	96672
70752	96704
70752	96736
70784	96704
70784	96736
70784	96768
70816	96736
70816	96768
70816	96800
70848	96768
70848	96800
70848	96832
70880	96800
70880	96832
70880	96864
70912	96832
70912	96864
70912	96896
70944	96864
70944	96896
70944	96928
70976	96896
70976	96928
70976	96960
71008	96928
71008	96960
71040	96928
71040	96960
71072	96928
71072	96960
71072	96992
71104	96960
71104	96992
71104	97024
71136	96992
71136	97024
71168	96992
71168	97024
71200	96992
