TRAPX	TRAPY
70016	86688
70080	86592
70080	86752
70144	86528
70144	86656
70144	86816
70208	86464
70208	86592
70208	86720
70208	86880
70272	86400
70272	86528
70272	86656
70272	86784
70272	86944
70336	86464
70336	86592
70336	86720
70336	86848
70400	86528
70400	86656
70400	86784
70464	86080
70464	86208
70464	86592
70464	86720
70528	85984
70528	86144
70528	86272
70528	86656
70592	85888
70592	86048
70592	86208
70592	86336
70624	85408
70656	85792
70656	85952
70656	86112
70656	86272
70656	86400
70688	85344
70688	85472
70720	85728
70720	85856
70720	86016
70720	86176
70720	86336
70720	86464
70752	85280
70752	85408
70752	85536
70784	85792
70784	85920
70784	86080
70784	86240
70816	85216
70816	85344
70816	85472
70816	85600
70816	86336
70848	85856
70848	85984
70848	86144
70848	86496
70880	85152
70880	85280
70880	85408
70880	85536
70880	85664
70880	86272
70880	86400
70912	85920
70912	86048
70912	86560
70944	85088
70944	85216
70944	85344
70944	85472
70944	85600
70944	85728
70944	86208
70944	86336
70944	86464
70976	85984
70976	86624
71008	85152
71008	85280
71008	85408
71008	85536
71008	85664
71008	86144
71008	86272
71008	86400
71008	86528
71040	86688
71072	85216
71072	85344
71072	85472
71072	85600
71072	86080
71072	86208
71072	86336
71072	86464
71072	86592
71104	85856
71136	85280
71136	85408
71136	85536
71136	86144
71136	86272
71136	86400
71136	86528
71168	85792
71168	85920
71200	85344
71200	85472
71200	86208
71200	86336
71200	86464
71232	85728
71232	85856
71232	85984
71264	85408
71264	86272
71264	86400
71296	85664
71296	85792
71296	85920
71296	86048
71328	86336
71360	85600
71360	85728
71360	85856
71360	85984
71360	86112
71424	85536
71424	85664
71424	85792
71424	85920
71424	86048
71488	85600
71488	85728
71488	85856
71488	85984
71552	85664
71552	85792
71552	85920
71616	85728
71616	85856
71680	85792
