TRAPX	TRAPY
66592	89440
66624	89376
66624	89408
66624	89440
66624	89472
66656	89440
66656	89472
66656	89504
66688	89472
66688	89504
66720	89472
66720	89504
66720	89536
66752	89504
66752	89536
66784	89504
66784	89536
66784	89568
66816	89536
66816	89568
66848	89536
66848	89568
66880	89536
66880	89568
66912	89536
66912	89568
66944	89536
66944	89568
66976	89536
66976	89568
66976	89600
67008	89568
67008	89600
67008	89632
67040	89600
67040	89632
67072	89600
67072	89632
67104	89600
67104	89632
67104	89664
67136	89632
67136	89664
67168	89632
67168	89664
67200	89632
67200	89664
67232	89632
67232	89664
67264	89632
67264	89664
67296	89632
67296	89664
67296	89696
67328	89664
67328	89696
67328	89728
67360	89696
67360	89728
67360	89760
67392	89728
67392	89760
67392	89792
67424	89760
