TRAPX	TRAPY
50560	122912
50976	122720
51040	123200
50816	122944
50752	123296
51616	121856
51552	122112
51680	122208
51648	124384
51744	121760
52160	121376
51808	122016
51808	124160
52000	124544
51808	124704
52000	124224
52256	121248
52384	121376
52224	121600
52384	121664
52640	124896
53056	124672
52832	124640
52896	124992
53056	125248
53472	122464
53728	122592
53600	122784
53440	122880
53728	124384
53760	123008
53824	124128
54048	124192
53824	124640
53952	124480
54720	123744
54560	123520
54400	123648
54560	123904
54400	124000
