TRAPX	TRAPY
52480	113120
52384	113280
52448	113504
52608	113504
52608	113152
52416	114912
52384	115104
52448	115264
52576	115168
52544	114912
52832	118080
52832	118432
52992	118080
52992	118432
52928	118240
52960	119776
53152	119776
52960	120128
53152	120128
53056	119936
53536	110624
53440	110816
53632	110784
53504	111008
53632	111008
53984	117280
54144	117280
54080	117632
53984	117504
54144	117504
55040	109312
54944	109472
55200	109472
55008	109664
55136	109696
54848	118208
54880	118528
55072	118272
55104	118560
54976	118400
55104	122048
55168	122368
55232	122144
55328	121856
55424	122176
55968	121056
55968	121504
56160	121088
56160	121504
56064	121280
56352	114240
56320	114560
56480	114432
56480	114688
56640	114720
60864	119200
61120	119200
61120	119488
60992	119328
60960	119008
