TaskID	NumericType	NumericValue	TaskValue1	TaskValue2	TaskRate1	TaskRate2	TaskRate3	TaskRate4	TaskRate5	TaskRate6	TaskRate7	TaskRate8	TaskRate9	TaskRate10	TaskRate11	TaskRate12	TaskRate13	TaskRate14	TaskRate15	TaskRate16	TaskRate17	TaskRate18	TaskRate19	TaskRate20	TaskInfo
5001	2	5000	0	20000	10000	9000	8000	7000	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5002	2	15000	0	45000	3000	3500	5000	5000	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5003	2	50000	0	80000	100	200	3000	3000	3000	10000	9000	8000	7000	6000	0	0	0	0	0	0	0	0	0	0	
5004	2	100000	0	120000	0	1	500	600	700	6000	6000	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	
5005	2	200000	0	160000	0	0	100	120	140	3000	3500	4000	4500	5000	10000	9000	8000	7000	6000	0	0	0	0	0	
5006	2	500000	0	240000	0	0	1	2	3	1000	1200	1400	1600	1800	6000	6000	6000	6000	6000	0	0	0	0	0	
5007	2	1000000	0	480000	0	0	0	0	0	100	120	140	160	180	3000	3500	4000	4500	5000	10000	9000	8000	7000	6000	
5008	2	2000000	0	1200000	0	0	0	0	0	1	2	3	4	5	1000	1200	1400	1600	1800	6000	6000	6000	6000	6000	
5009	2	5000000	0	2800000	0	0	0	0	0	0	0	0	0	0	100	120	140	160	180	1000	1200	1400	1600	1800	
5010	2	10000000	0	6000000	0	0	0	0	0	0	0	0	0	0	1	2	3	4	5	200	300	400	500	600	
5011	2	20000000	0	16000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	150	200	250	300	
5012	2	50000000	0	30000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	75	100	125	150	
5013	3	1	0	30000	2000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	
5014	3	5	0	100000	300	500	1000	1500	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	
5015	3	10	0	300000	10	30	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	
5016	3	20	0	1000000	1	5	20	40	60	100	200	300	400	400	400	400	400	400	400	400	400	400	400	400
5017	3	30	0	2000000	0	0	1	5	10	50	100	200	300	300	300	300	300	300	300	300	300	300	300	300
5018	3	40	0	4000000	0	0	1	3	8	30	50	100	200	200	200	200	200	200	200	200	200	200	200	200
5019	3	50	0	8000000	0	0	0	1	5	20	30	40	50	50	50	50	50	50	50	50	50	50	50	50
5020	3	100	0	15000000	0	0	0	0	1	2	5	10	10	10	10	10	10	10	10	10	10	10	10	10
5021	4	1	0	150000	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000	5000
5022	4	5	0	200000	1000	2000	3000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
5023	4	10	0	600000	10	30	50	100	200	300	400	500	600	700	800	900	1000	1000	1000	1000	1000	1000	1000	1000
5024	4	20	0	1000000	1	3	10	20	30	50	100	200	300	400	500	600	700	800	800	800	800	800	800	800
5025	4	30	0	1500000	0	0	1	5	10	30	50	100	200	300	400	500	600	600	600	600	600	600	600	600
5026	4	40	0	2000000	0	0	0	1	5	10	30	50	100	200	300	400	400	400	400	400	400	400	400	400
5027	4	50	0	2500000	0	0	0	0	1	5	10	30	50	100	200	200	200	200	200	200	200	200	200	200
5028	4	100	0	5000000	0	0	0	0	0	1	5	10	30	50	50	50	50	50	50	50	50	50	50	50
5029	5	1	0	2000000	0	0	100	200	300	400	500	600	700	800	900	1000	1000	1000	1000	1000	1000	1000	1000	1000
5030	5	2	1000000	500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5031	5	3	1500000	750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5032	5	4	2000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5033	5	5	2500000	1250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5034	5	6	3000000	1500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5035	5	7	3500000	1750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5036	5	8	4000000	2000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5037	5	9	4500000	2250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5038	5	10	5000000	2500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5039	6	100	0	600000	0	0	0	0	0	5000	4600	4200	3800	3400	3000	3000	3000	3000	3000	2400	2400	2400	2400	2400
5040	6	200	0	800000	0	0	0	0	0	1000	1200	1400	1600	1800	2000	2000	2000	2000	2000	1500	1500	1500	1500	1500
5041	6	500	0	1000000	0	0	0	0	0	100	200	300	400	500	600	700	800	900	1000	1000	1000	1000	1000	1000
5042	6	1000	0	1800000	0	0	0	0	0	50	60	70	80	90	100	200	300	400	500	600	600	600	600	600
5043	6	2000	0	3000000	0	0	0	0	0	0	0	0	0	0	10	30	50	100	100	200	200	200	200	200
5044	6	5000	0	6000000	0	0	0	0	0	0	0	0	0	0	1	5	10	30	30	50	50	50	50	50
5045	6	10000	0	18000000	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	5	10	10	10	10
