TRAPX	TRAPY
54208	99296
54208	99264
54240	99296
54208	99232
54240	99200
54208	99200
54240	99168
54240	99360
54240	99328
54272	99200
54272	99168
54304	99136
54304	99104
54336	99104
54336	99072
54368	99072
54368	99040
54400	99040
54400	99008
54432	99008
54432	98976
54464	98976
54464	98944
54496	98944
54496	98912
54528	98912
54528	98880
54560	98880
54560	98848
54592	98848
54592	98816
54624	98816
54624	98784
54656	98784
54656	98752
54688	98752
54720	98752
54752	98816
54752	98784
54720	98784
54688	98784
54752	99712
54752	99744
54720	99744
54688	99776
54720	99776
54656	99776
54624	99744
54592	99712
54592	99680
54560	99680
54560	99648
54624	99712
54656	99744
54688	99744
54528	99648
54528	99616
54496	99616
54496	99584
54464	99584
54464	99552
54432	99552
54432	99520
54400	99520
54400	99488
54368	99488
54368	99456
54336	99456
54336	99424
54304	99424
54304	99392
54272	99392
54272	99360
54816	98880
54848	98912
54816	98848
54848	98880
54880	98944
54880	98912
54912	98976
54912	98944
54944	98976
54944	99008
54976	99008
54976	99040
55008	99040
55008	99072
55040	99072
55040	99104
55072	99104
55072	99136
55104	99136
55104	99168
55136	99168
55136	99200
55168	99200
55168	99232
55168	99264
55168	99296
55136	99296
54784	98848
54784	98816
55136	99328
55104	99328
55104	99360
55072	99392
55072	99424
55104	99392
55040	99424
55040	99456
55008	99456
55008	99488
54976	99488
54976	99520
54944	99520
54944	99552
54912	99552
54912	99584
54880	99584
54880	99616
54848	99616
54848	99648
54816	99648
54816	99680
54784	99680
54784	99712
