TRAPX	TRAPY
55680	98272
55648	98240
55616	98208
55584	98176
55552	98144
55520	98112
55488	98080
55456	98048
55456	98016
55488	97984
55520	97952
55552	97920
55584	97888
55616	97856
55648	97824
55680	97792
55712	97760
55744	97728
55776	97696
55648	98272
55616	98240
55584	98208
55552	98176
55520	98144
55488	98112
55456	98080
55424	98048
55456	97984
55424	98016
55488	97952
55520	97920
55552	97888
55584	97856
55616	97824
55648	97792
55680	97760
55712	97728
55744	97696
55776	97664
55776	98368
55744	98336
55712	98304
55776	98400
55744	98368
55712	98336
55680	98304
56288	97888
56256	97856
56224	97824
56192	97792
56160	97760
56288	98176
56256	98208
56224	98240
56192	98272
55808	97664
55840	97632
55872	97600
55904	97568
55936	97536
55968	97536
56128	97728
56096	97696
56064	97664
56032	97632
56000	97600
56000	97568
56288	98208
56256	98240
56224	98272
55808	97632
55840	97600
55872	97568
55904	97536
56000	97536
56032	97600
56064	97632
55968	97568
56096	97664
56128	97696
56160	97728
56192	97760
56224	97792
56256	97824
56288	97856
56160	98304
56128	98336
56096	98368
56064	98400
56032	98432
56000	98464
55968	98496
55936	98496
55904	98496
55872	98464
55840	98432
55808	98400
56192	98304
56160	98336
56128	98368
56096	98400
56064	98432
56032	98464
56000	98496
55872	98496
55840	98464
55936	98528
55904	98496
55968	98528
55904	98528
55808	98432
56320	98144
56352	98112
56384	98080
56416	98048
56416	98016
56416	97984
56384	97952
56352	97952
56320	97920
56416	98080
56384	98112
56352	98144
56320	98176
56320	97888
56352	97920
56352	97952
56384	97984
56352	97952
