TRAPX	TRAPY
56704	99296
56672	99264
56672	99200
56704	99168
56736	99136
56768	99104
56800	99072
56672	99296
56672	99232
56672	99168
56704	99136
56736	99104
56768	99072
56800	99040
56800	99392
56768	99360
56736	99328
56800	99424
56768	99392
56736	99360
56704	99328
57312	98848
56832	99040
56864	99008
56896	98976
56928	98944
56960	98912
56992	98880
57024	98848
57056	98816
57088	98784
57120	98752
57152	98720
57184	98720
57216	98752
57248	98784
57280	98816
56832	99008
56864	98976
56896	98944
56928	98912
56960	98880
56992	98848
57024	98816
57056	98784
57088	98752
57120	98720
57216	98720
57248	98752
57280	98784
57312	98816
57312	99616
57280	99648
57248	99680
57216	99712
57184	99712
57152	99712
57120	99712
57088	99680
57056	99648
57024	99616
56992	99584
56960	99552
56928	99520
56896	99488
56864	99456
56832	99424
57312	99648
57280	99680
57248	99712
57216	99744
57184	99744
57152	99744
57088	99712
57120	99744
57056	99680
57024	99648
56992	99616
56960	99584
56928	99552
56896	99520
56864	99488
56832	99456
57344	98880
57376	98912
57408	98944
57440	98976
57472	99008
57504	99040
57536	99072
57568	99104
57600	99136
57632	99168
57664	99200
57664	99232
57664	99264
57632	99296
57664	99296
57344	98848
57376	98880
57408	98912
57440	98944
57472	98976
57504	99008
57536	99040
57568	99072
57600	99104
57632	99136
57664	99168
57600	99328
57568	99360
57536	99392
57504	99424
57472	99456
57440	99488
57408	99520
57376	99552
57344	99584
57632	99328
57600	99360
57568	99392
57536	99424
57504	99456
57472	99488
57440	99520
57408	99552
57376	99584
57344	99616
