TRAPX	TRAPY
50208	115680
50240	115680
50240	115648
50240	115616
50240	115584
50208	115648
50208	115616
50208	115584
50240	116448
50240	116416
50272	116448
50272	116416
50272	116384
50272	116352
50272	116320
50272	116288
50272	116256
50272	116224
50272	116192
50272	116160
50272	116096
50272	116128
50240	116384
50240	116352
50240	116320
50240	116288
50240	116224
50240	116256
50240	116192
50240	116160
50240	116128
50240	116096
50240	116064
50240	116032
50240	116000
50240	115968
50240	115936
50240	115904
50240	115872
50240	115840
50240	115808
50208	116064
50208	116032
50208	116000
50208	115968
50208	115936
50208	115904
50208	115872
50208	115840
50208	115808
50208	115776
50208	115744
50208	115712
50240	115776
50240	115744
50240	115712
