TRAPX	TRAPY
61760	106240
61856	106464
61856	106432
61824	106368
61824	106400
61792	106336
61792	106304
61792	106272
61760	106272
61760	106304
61760	106336
61792	106368
61792	106400
61824	106432
61824	106464
61920	107168
61920	107136
61920	107104
61920	107072
61920	107040
61920	107008
61920	106976
61920	106912
61920	106944
61920	106656
61920	106624
61920	106592
61888	106560
61888	106528
61856	106496
61824	106496
61856	106528
61856	106560
61888	106592
61888	106624
61888	106656
61920	106880
61920	106848
61920	106816
61920	106784
61920	106752
61920	106720
61920	106688
61888	107136
61888	107104
61888	107072
61888	107072
61888	107008
61888	107040
61888	106976
61888	106944
61888	106912
61952	106880
61952	106848
61952	106816
61952	106784
61952	106752
61952	106720
61952	106688
