TRAPX	TRAPY
49824	117728
49824	117696
49824	117664
49824	117632
49792	117728
49856	117696
49856	117664
49856	117632
49856	117600
49856	117568
49856	117536
49856	117504
49856	117472
49856	117440
49856	117408
49856	117344
49856	117376
49856	117280
49856	117312
49856	117248
49856	117216
49856	117184
49856	117152
49856	117120
49856	117088
49856	117056
49856	117024
49856	116992
49856	116928
49856	116960
49856	116896
49824	116896
49824	117600
49824	117568
49824	117536
49824	117504
49824	117472
49824	117440
49824	117408
49856	117344
49824	117376
49824	117344
49824	117312
49824	117280
49824	117248
49824	117216
49824	117184
49824	117152
49824	117120
49824	117088
49824	117056
49824	117024
49824	116992
49824	116960
49824	116928
49824	118112
49824	118080
49792	118080
49792	118048
49792	118016
49824	118016
49824	118048
49824	117984
49792	117984
49824	117952
49824	117920
49824	117888
49824	117856
49824	117824
49824	117792
49824	117760
49792	117920
49792	117952
49792	117856
49792	117888
49792	117824
49792	117792
49792	117760
