EqName	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
Tay kh«ng	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
®¬n thñ kiÕm 1	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
®¬n thñ kiÕm 2	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
®¬n thñ kiÕm 3	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
®¬n thñ ®ao 1	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
®¬n thñ ®ao 2	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
®¬n thñ ®ao 3	120,8,1	120,8,1	88,8,1	88,8,1			120,8,1	120,8,1	120,8,1			88,8,1	88,8,1	88,8,1			72,8,1	64,8,1			96,8,1	88,8,1			144,8,1	128,8,1	112,8,1						96,8,1	96,8,1			72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Lo¹i tr­êng th­¬ng 1	120,8,1	120,8,1	88,8,1		88,8,1		120,8,1	120,8,1		120,8,1		88,8,1	88,8,1		88,8,1		72,8,1		56,8,1		96,8,1		120,8,1		144,8,1			96,8,1	96,8,1				96,8,1		104,8,1		72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Lo¹i tr­êng th­¬ng 2	120,8,1	120,8,1	88,8,1		88,8,1		120,8,1	120,8,1		120,8,1		88,8,1	88,8,1		88,8,1		72,8,1		56,8,1		96,8,1		120,8,1		144,8,1			96,8,1	96,8,1				96,8,1		104,8,1		72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Lo¹i tr­êng th­¬ng 3	120,8,1	120,8,1	88,8,1		88,8,1		120,8,1	120,8,1		120,8,1		88,8,1	88,8,1		88,8,1		72,8,1		56,8,1		96,8,1		120,8,1		144,8,1			96,8,1	96,8,1				96,8,1		104,8,1		72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
