TRAPX	TRAPY
41344	103360
41888	102816
41728	104000
42432	102272
42336	103648
42080	104512
42944	101760
42720	103168
42912	104256
42944	103776
42976	104992
42656	104992
42496	105216
43456	101248
43232	102656
43200	103584
43168	105536
43968	100768
43744	102176
43840	103168
43552	103872
43616	104960
43648	106016
44416	100320
44256	101632
44384	102624
44160	104352
44160	105440
44128	105984
44384	106272
44128	106496
44928	99776
44800	101088
44928	102080
44640	104832
44672	106016
45024	107392
44544	106912
45472	99232
45376	100512
45440	101600
45152	103008
45120	104256
45120	105280
45184	106688
45824	98848
45952	99936
45984	101056
45696	102496
45632	103776
45696	104864
46048	106208
45568	105760
45792	107296
45664	108064
46560	98144
46080	99104
46144	98720
46496	99392
46464	100576
46240	101952
46208	103168
46240	105408
46464	106656
46336	107840
46976	98912
47008	100032
46784	101408
46784	102592
46912	103808
46912	104928
46912	106048
46944	107104
47520	99520
47296	100864
47392	102016
47296	103296
47424	104288
47424	105408
47456	106656
47360	107552
47584	109120
47264	109696
47808	96928
48000	99008
47808	100384
47904	101472
48000	102624
47744	103488
47840	104704
47904	105888
48000	107200
47872	108064
47904	110304
48320	96384
48224	97632
48512	98496
48384	99808
48448	100928
48480	102208
48288	104000
48352	105216
48416	106432
48576	107712
48448	108544
48224	109760
48544	110912
48864	95840
48800	97056
49024	97952
48864	99264
48992	100384
48960	101728
48768	103168
48768	104480
48928	105792
48896	106880
49120	108224
49056	109152
48832	110368
49408	95328
49312	96544
49568	97408
49376	98784
49472	99904
49472	101248
49280	102688
49344	103744
49248	104928
49536	106400
49440	107424
49600	109792
49152	111520
49376	110912
49888	94784
49824	96000
50144	96832
49856	98336
50016	99392
49984	100704
49824	102080
49952	104416
49728	105440
50144	107008
50016	108000
49792	108864
49920	111360
49696	112064
50432	94240
50400	95456
50336	97856
50528	98880
50528	100192
50368	101568
50592	105088
50240	105888
50560	108512
50368	109472
50464	111904
50272	112672
50912	93760
50912	94912
50912	96032
50816	97344
51072	98304
51104	99616
51104	100896
50720	102560
50752	106432
51168	105632
50816	107680
51008	108992
50976	110112
51008	111360
50976	112384
50848	113248
51200	93824
51360	94112
51616	94496
51360	96736
51648	99072
51360	102304
51680	101504
51424	103712
51680	105376
51680	107360
51232	106944
51488	108352
51616	109568
51616	111840
51520	112960
51456	113824
52096	94976
51776	95680
51872	97024
51808	98080
52096	100704
51968	104032
51776	106208
52096	107744
52160	108928
52096	110080
52128	111232
52128	112384
52128	113440
51968	114336
52224	96160
52672	95520
52416	97568
52704	99040
52256	98560
52256	99648
52608	101216
52320	102112
52416	104608
52320	106240
52672	107168
52544	108608
52640	109600
52544	110816
52576	111936
53216	96096
52832	96832
52992	98176
52768	100192
53152	99456
53152	101760
52928	102752
53056	104032
52832	105696
53184	106624
53152	107936
53184	109056
53056	110272
53088	111392
52800	112864
52800	114016
53376	97344
53536	98720
53664	99968
53312	100704
53696	102304
53600	103392
53696	104608
53728	106080
53536	109792
53600	110848
53280	112352
53280	113504
53504	114432
53760	96640
53792	97792
54080	99232
53888	101312
54144	100448
54208	102816
53792	107328
53792	108416
53984	109376
54112	110336
54048	111072
54208	111328
53792	111872
53824	112928
53984	113952
54304	97184
54272	98304
54624	99776
54624	100928
54432	101856
54720	103296
54272	104064
54336	105280
54336	106816
54400	107808
54464	108896
54592	109888
54432	111168
54336	112384
54496	113376
54880	97760
54784	98784
55040	100224
55072	101344
54976	102368
55232	103840
54816	104672
54816	106304
55008	107232
54848	108480
55072	109408
55264	110432
54816	110880
54880	111840
55040	112896
55328	99296
55456	98336
55552	101824
55552	102976
55744	104352
55392	105184
55328	105888
55616	106624
55744	107616
55296	108032
55584	108896
55776	109920
55552	112384
56000	98880
56032	102336
56224	101472
56096	103520
56256	104832
56192	106016
56128	107232
56064	108416
56032	110720
56128	111776
56672	100672
56544	102816
56672	104096
56768	105440
56608	106752
56544	107968
56800	108864
56320	109376
56544	110144
56704	111232
57088	100000
57216	101216
56832	102048
56992	103264
57312	102496
57248	104672
57120	106144
57248	108384
56928	107520
57120	109600
57664	100512
57536	102048
57824	103040
57504	103808
57632	105696
57408	107072
57664	109088
58176	101024
58176	102144
57856	101760
58080	104384
58304	103488
57888	106560
58176	108512
57856	107808
58208	109664
58816	101664
58560	102560
58816	104000
58560	104864
58400	106080
58432	107200
58784	107936
58624	109248
59008	103008
59040	105376
59264	104480
58944	106688
59200	108704
59424	102240
59456	103456
59808	104992
59392	106176
59392	107328
59712	108192
59968	102848
59968	103904
60320	105472
59968	106720
60192	107680
60544	103392
60448	104448
60704	105856
60768	107136
61120	104000
60960	104928
61056	105696
61024	106176
61376	106560
61472	105440
61696	104544
61920	106016
62208	105024
62496	105568
