TRAPX	TRAPY
58048	100320
58080	100288
58112	100256
58144	100224
58176	100192
58208	100160
58240	100128
58272	100096
58304	100064
58336	100032
58016	100320
58048	100288
58080	100256
58112	100224
58144	100192
58176	100160
58208	100128
58240	100096
58272	100064
58304	100032
58336	100000
58336	100928
58304	100896
58272	100864
58240	100832
58208	100800
58176	100768
58144	100736
58112	100704
58080	100672
58048	100640
58016	100608
57984	100576
57952	100544
57920	100512
57920	100480
57920	100448
57952	100416
57984	100384
58016	100352
58336	100960
58304	100928
58272	100896
58240	100864
58208	100832
58176	100800
58144	100768
58112	100736
58080	100704
58048	100672
58016	100640
57984	100608
57952	100576
57920	100544
57952	100384
57984	100352
58624	100160
58656	100192
58688	100224
58720	100256
58752	100288
58784	100320
58368	100000
58400	99968
58432	99968
58464	100000
58496	100032
58528	100064
58560	100096
58592	100128
58496	100000
58528	100032
58560	100064
58464	99968
58592	100096
58624	100128
58656	100160
58688	100192
58720	100224
58752	100256
58784	100288
58816	100320
58368	99968
58400	99936
58432	99936
58816	100352
58848	100384
58848	100512
58816	100544
58784	100576
58752	100608
58720	100640
58688	100672
58656	100704
58624	100736
58592	100768
58560	100800
58528	100832
58496	100864
58464	100896
58432	100928
58400	100960
58368	100960
58848	100352
58848	100512
58848	100544
58816	100576
58784	100608
58752	100640
58720	100672
58688	100704
58656	100736
58624	100768
58592	100800
58560	100832
58528	100864
58496	100896
58464	100928
58432	100960
58368	100960
58880	100416
58912	100448
58880	100480
58880	100384
58912	100416
58912	100480
58880	100512
