TRAPX	TRAPY
58304	115808
58272	115744
58336	115712
58400	115616
58656	115680
58592	115648
58528	115648
58464	115616
58432	115552
58528	115552
58592	115584
58656	115616
58720	115680
58496	115488
58592	115520
58656	115520
58720	115584
58784	115648
58784	115552
58720	115488
58560	115456
58624	115424
58432	115488
58528	115424
58560	115296
58688	115392
58624	115328
58688	115264
58368	115808
58432	115808
58400	115712
58496	115840
58560	115904
58624	115968
58656	115904
58624	115840
58560	115808
58496	115776
58464	115712
58560	115712
58624	115776
58688	115840
58720	115936
58752	115840
58784	115968
58688	115776
58752	115744
58816	115904
58816	115808
58784	115712
