TRAPX	TRAPY
56032	103712
56000	103840
55936	103968
55872	104032
55904	104160
55904	104288
55872	104352
56000	103936
56064	103808
56096	103712
56064	103904
56032	104000
55968	104032
55936	104096
55968	104160
56032	104096
55968	104224
56032	104192
55936	104320
56000	104320
55936	104416
56000	104416
56128	103840
56128	103968
56096	104032
56096	104128
56064	104256
56064	104352
56096	104192
56128	104064
56192	103968
56192	103872
56160	103744
56192	104096
56128	104256
55872	104448
55904	104576
55904	104672
55872	104768
55936	104480
56000	104512
55968	104576
55968	104640
55936	104736
56032	104448
56032	104576
56000	104704
55936	104800
56000	104800
56096	104480
