TRAPX	TRAPY
57312	108480
57312	108576
57600	108512
57504	108480
57440	108480
57376	108384
57568	108384
57664	108448
57472	108352
57760	108480
57376	108480
57568	108480
57824	108512
57824	108416
57760	108384
57824	108320
57824	108256
57760	108320
57536	108768
57472	108736
57536	108672
57632	108704
57632	108800
57376	108672
57440	108608
57600	108608
57696	108640
57728	108736
57504	108576
57376	108544
57696	108544
57760	108640
57824	108608
57632	108896
57568	108832
57568	108928
57504	108896
57504	108832
57408	108768
57440	108832
57696	108800
57664	108608
57472	108672
57760	108544
57824	108704
57888	108352
57888	108256
57920	108160
57856	108160
57888	108672
