TRAPX	TRAPY
58272	118688
58176	118656
58144	118720
58240	118752
58240	118592
58336	118656
58144	118880
58208	119008
58240	119168
58176	119296
58272	119360
58304	119264
58336	119104
58304	119008
58240	118912
58176	118784
58272	118816
58336	118880
58336	119392
58240	119264
58208	119392
58272	119072
58304	119168
58304	118944
58400	118720
58400	119008
58400	119136
58368	119264
58400	119456
58432	119328
58464	119168
58464	119008
58432	118880
58368	118784
58528	119072
58432	119264
58368	118944
58400	119072
58464	119104
58496	119232
58400	119200
58368	119328
58432	119392
58496	119328
58464	119488
58496	119424
58432	119552
58464	118784
58496	118880
58528	118976
