TRAPX	TRAPY
53024	112576
52960	112480
52960	112608
52896	112608
52896	112416
52896	112544
52832	112512
53120	113376
53184	113248
53152	113088
53216	112960
53184	112832
53120	112960
53056	113088
53088	113184
53088	113312
53024	113440
52992	113312
52992	113216
52960	113088
53024	112992
53088	112864
52992	112864
52928	112960
52928	112800
52992	112704
53056	112736
52896	113088
52896	113248
52928	113376
52992	113568
53088	113632
52928	112704
53216	113088
53152	113184
53184	113376
53056	113536
52960	113472
52928	113184
53024	113152
52864	112768
52896	112896
52832	112672
52896	113024
52864	113344
52896	113472
52928	113600
52992	113632
53248	113184
53248	113312
