TRAPX	TRAPY
58336	110528
58336	111424
58336	111328
58336	111200
58336	111104
58336	111008
58336	110912
58304	110784
58336	110720
58336	110624
58272	110880
58272	111040
58272	111136
58272	111264
58272	111392
58304	111520
58400	110560
58656	111232
58592	111200
58592	111104
58592	111008
58528	110720
58528	110848
58560	110944
58528	111008
58528	111104
58528	111200
58528	111296
58464	110656
58496	110784
58464	110912
58464	111008
58464	111104
58464	111200
58464	111296
58464	111392
58432	110848
58432	110784
58400	110656
58368	110784
58400	110912
58400	111008
58400	111104
58400	111200
58400	111296
58400	111392
58432	111488
58464	111584
58368	111520
58400	111616
