TRAPX	TRAPY
51680	118016
51648	118176
51584	118016
51552	118144
51616	118304
51680	117920
51552	117952
51520	118272
51616	118432
51552	118400
51456	118400
51488	118528
51552	118528
51680	118528
52000	117728
51776	117952
51872	117920
51872	118048
51968	117984
52032	118048
51936	118112
52032	118208
52096	118112
52128	118240
51776	118080
51744	118240
51808	118336
51872	118208
51968	118240
51936	118368
52032	118336
52128	118368
51712	118432
51840	118464
51968	117888
52064	117952
52128	118016
52032	117824
52096	117856
52160	117792
52160	117920
51776	117856
51712	118336
51872	118304
51808	118144
51712	118144
52192	118304
52000	118464
52224	118208
52224	118432
