TRAPX	TRAPY
59360	116896
59360	117184
59264	117184
59328	117344
59840	117632
59808	117504
59776	117632
59712	117728
59584	117728
59648	117664
59712	117632
59712	117536
59712	117440
59648	117472
59616	117568
59552	117600
59488	117696
59488	117568
59552	117440
59712	117344
59648	117376
59648	117248
59552	117280
59712	117216
59680	117056
59616	117152
59520	117152
59616	117024
59552	117056
59520	116928
59456	116992
59424	116864
59424	117120
59456	117248
59488	117344
59488	117472
59392	117024
59648	116928
59392	117312
59424	117440
59648	118016
59712	117952
59776	117888
59840	117824
59776	117760
59712	117824
59648	117888
59552	117920
59648	117792
59552	117824
