TRAPX	TRAPY
56224	107488
56256	107744
56256	107648
56288	107552
56192	107712
56128	107648
56192	107616
56576	107456
56672	107456
56672	107328
56480	107456
56512	107360
56608	107360
56544	107264
56416	107392
56736	107456
56800	107488
56352	107456
56608	107616
56672	107616
56480	107616
56544	107776
56640	107744
56640	107904
56576	107968
56512	107904
56448	107808
56384	107840
56384	107648
56416	107520
56512	107552
56320	107744
56512	108032
56544	107712
56736	107520
56480	107968
56448	107904
56576	107872
56672	107840
56672	108000
56480	107744
56384	107744
56608	107808
56448	107680
56320	107840
56320	107648
56352	107552
56640	107520
56736	107648
56768	107584
