TRAPX	TRAPY
57120	103392
56992	103392
57152	103264
57312	103296
57056	103296
57216	103232
57280	103392
56928	103360
57120	103200
57280	103232
57184	103328
57216	103808
57152	103744
57120	103616
57216	103648
57280	103744
57312	103872
57280	103584
57184	103520
57056	103488
57024	103648
57056	103776
57216	103424
56928	103712
56992	103552
56992	103744
57120	103488
57248	103520
57312	103680
57440	103360
57376	103360
57408	103840
57376	103712
57472	103712
57440	103968
57440	103584
57344	103488
57536	103872
57344	103584
57408	103488
57472	103488
57536	103584
57568	103680
57472	103808
57536	103776
57472	103904
57600	103808
57600	103968
57536	103968
57376	103904
