TRAPX	TRAPY
59616	114432
59520	114528
59456	114624
59392	114656
59584	114624
59552	114368
59712	114432
59648	114528
59648	114656
59744	114560
59808	114464
59392	114816
59456	114784
59392	114944
59520	114720
59584	114720
59520	114816
59456	114912
59424	115040
59520	114976
59584	114880
59648	114784
59712	114688
59616	114976
59712	114880
59520	115104
59488	115168
59552	115232
59616	115136
59680	115072
59584	115296
59616	115424
59648	115520
59712	115616
59776	115648
59872	115648
59872	115520
59808	115520
59744	115520
59712	115424
59680	115328
59680	115200
59744	115296
59776	115392
59840	115424
59776	115200
59744	115104
59712	114976
59936	115616
59936	115520
