TRAPX	TRAPY
53728	115232
53728	115360
53696	115552
54208	115200
54144	115104
54144	115232
54176	115360
54208	115488
54240	115584
54080	115136
54080	115296
54080	115424
54144	115488
54144	115616
54208	115680
54048	115584
54016	115456
53984	115360
54016	115232
53952	115584
54016	115072
53952	114848
53984	114976
54080	115040
53952	115104
53952	115232
53792	114944
53824	115072
53888	115136
53888	115264
53920	115424
53952	115520
53760	115040
53824	115200
53792	115296
53856	115360
53760	115488
53824	115488
53856	115584
53984	115680
53792	115616
54048	115712
54112	115776
54176	115840
54272	115360
54336	115520
54272	115136
54272	115456
54304	115648
54272	115744
