TRAPX	TRAPY
59360	119488
59424	119584
59520	119552
59488	119680
59616	119552
59584	119648
59584	119776
59712	119712
59712	119552
59808	119616
59776	119744
59872	119744
59872	119584
59808	119520
59744	119424
59648	119680
59456	119520
59424	119712
59520	119808
59584	119936
59680	119904
59648	120032
59680	119808
59840	119808
59744	119872
59776	120000
59712	120128
59808	120192
59872	120064
59872	120320
59808	120096
59712	120032
59616	119840
59520	119936
59456	119840
59584	120032
59744	120256
59808	120352
59648	120192
59520	120064
59936	119680
60000	119744
59904	119936
60000	119872
59936	119808
59904	120224
59936	120128
59968	120256
59936	120352
59968	120448
59904	120448
