TRAPX	TRAPY
62400	114560
62432	114432
62336	114400
62400	114304
62336	114560
62400	114176
62368	114080
62336	114208
62304	114080
62272	114208
62336	114304
62272	114336
62272	114464
62272	114624
62240	114112
62176	114080
62176	114208
62208	114272
62208	114368
62240	114496
62176	114528
62208	114624
62400	114688
62432	114784
62400	114912
62304	114720
62368	114816
62304	114880
62240	114720
62176	114752
62240	114816
62368	114976
62400	115072
62432	115200
62496	114656
62560	114624
62624	114560
62624	114432
62560	114496
62496	114528
62528	114368
62464	114272
62592	114240
62528	114208
62464	114112
62560	115040
62560	115168
62528	114944
62496	114816
62464	115040
62496	115168
