EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	JumpFly	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
ÂíÆ¥1																																																																											
ÂíÆ¥2																																																																											
ÂíÆ¥3																																																																											
ÂíÆ¥4																																																																											
ÂíÆ¥5																																																																											
ÂíÆ¥6																																																																											
ÂíÆ¥7																																																																											
ÂíÆ¥8																																																																											
ÂíÆ¥9																																																																											
ÂíÆ¥10																																																																											
ÂíÆ¥11																																																																											
ÂíÆ¥12																																																																											
ÂíÆ¥13																																																																											
ÂíÆ¥14																																																																											
ÂíÆ¥15																																																																											
ÂíÆ¥16																																																																											
ÂíÆ¥17																																																																											
ÂíÆ¥18																																																																											
ÂíÆ¥19																																																																											
ÂíÆ¥20																																																																											
ÂíÆ¥21																																																																											
ÂíÆ¥22																																																																											
ÂíÆ¥23																																																																		..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr	..\man\horse_effect_a.spr
ÂíÆ¥24																																																																											
ÂíÆ¥25																																																																											
ÂíÆ¥26																																																																											
ÂíÆ¥27																																																																											
ÂíÆ¥28																																																																											
ÂíÆ¥29																																																																											
ÂíÆ¥30																																																																											
ÂíÆ¥31																																																																											
ÂíÆ¥32																																																																											
ÂíÆ¥33																																																																											
ÂíÆ¥34																																																																											
ÂíÆ¥35																																																																											
ÂíÆ¥36																																																																											
ÂíÆ¥37																																																																											
ÂíÆ¥38																																																																											
ÂíÆ¥39																																																																											
ÂíÆ¥40																																																																											
ÂíÆ¥41																																																																											
ÂíÆ¥42																																																																											
ÂíÆ¥43																																																																											
ÂíÆ¥44																																																																											
ÂíÆ¥45																																																																											
ÂíÆ¥46																																																																											
ÂíÆ¥47																																																																											
ÂíÆ¥48																																																																											
ÂíÆ¥49																																																																		..\man\MA_HHF_091_RD01.spr	..\man\MA_HHF_091_HW01.spr	..\man\MA_HHF_091_HR01.spr	..\man\MA_HHF_091_HA01.spr	..\man\MA_HHF_091_HA02.spr	..\man\MA_HHF_091_HM01.spr	..\man\MA_HHF_091_HI01.spr	..\man\MA_HHF_091_HD01.spr	..\man\MA_HHF_091_RD01.spr	..\man\MA_HHF_091_RD01.spr
ÂíÆ¥50																																																																		..\man\MA_HHF_064_RD01.spr	..\man\MA_HHF_064_HW01.spr	..\man\MA_HHF_064_HR01.spr	..\man\MA_HHF_064_HA01.spr	..\man\MA_HHF_064_HA02.spr	..\man\MA_HHF_064_HM01.spr	..\man\MA_HHF_064_HI01.spr	..\man\MA_HHF_064_HD01.spr	..\man\MA_HHF_064_RD01.spr	..\man\MA_HHF_064_RD01.spr
ÂíÆ¥51																																																																											
ÂíÆ¥52																																																																											
ÂíÆ¥53																																																																		..\man\MA_HTF_114_RD01.spr	..\man\MA_HTF_114_HW01.spr	..\man\MA_HTF_114_HR01.spr	..\man\MA_HTF_114_HA01.spr	..\man\MA_HTF_114_HA02.spr	..\man\MA_HTF_114_HM01.spr	..\man\MA_HTF_114_HI01.spr	..\man\MA_HTF_114_HD01.spr	..\man\MA_HTF_114_RD01.spr	..\man\MA_HTF_114_RD01.spr
T¸o Hång																																																																		..\male\hoof\118_rs01.spr	..\male\hoof\118_rw.spr	..\male\hoof\118_rr.spr	..\male\hoof\118_ra01.spr	..\male\hoof\118_ra02.spr	..\male\hoof\118_rm.spr	..\male\hoof\118_rb.spr	..\male\hoof\118_rd.spr	..\male\hoof\118_rs01.spr	..\male\hoof\118_rs01.spr
Thanh M·																																																																		..\male\hoof\119_rs01.spr	..\male\hoof\119_rw.spr	..\male\hoof\119_rr.spr	..\male\hoof\119_ra01.spr	..\male\hoof\119_ra02.spr	..\male\hoof\119_rm.spr	..\male\hoof\119_rb.spr	..\male\hoof\119_rd.spr	..\male\hoof\119_rs01.spr	..\male\hoof\119_rs01.spr
§¹i UyÓn																																																																											
¤ Truy																																																																											
¤ V©n §¹p TuyÕt																																																																											
§Ých L«																																																																											
TuyÖt ¶nh																																																																											
ChiÕu D¹ Ngäc S­ Tö																																																																											
H·n HuyÕt B¶o M·																																																																											
XÝch Thè																																																																											
B«n Tiªu																																																																											
Phiªn Vò																																																																											
Hû Hû 																																																																											
Hoan Hoan																																																																											
L¨ng Thiªn																																																																											
Trôc NhËt																																																																											
Hæ C¸t T­êng																																																																											
øc V©n																																																																											
TuyÕt Hån																																																																											
Sø gi¶ Truy Phong																																																																											
Háa Kú L©n																																																																											
L©n Quang																																																																											
L¹c ®µ (Tr¾ng)																																																																											
L¹c ®µ (§en)																																																																											
Kh«ng cã res luotuohuang																																																																											
L¹c §µ Kh«ng B­íu																																																																											
L¹c §µ Kh«ng B­íu (§á)																																																																											
L¹c §µ Kh«ng B­íu (Lôc)																																																																											
B«n L«i																																																																											
Hång Long XÝch DiÖm																																																																											
TuyÖt ThÕ TuyÕt Vò																																																																											
Tóy NguyÖt-V« Tµ																																																																											
Tóy NguyÖt-Trôc Qu©n																																																																											
Thùc NhËt Cuång S­																																																																											
MËt Thµnh ThiÕt Kþ																																																																											
Ngäc Tiªu Dao																																																																											
M¹ch Th­îng Phi S­¬ng																																																																											
TuyÕt Vò Thiªn H­¬ng																																																																											
MÞ Vò Thiªn H­¬ng																																																																											
DuDu Vui VÎ																																																																											
¤ng Thá																																																																											
Kim T­îng Th¸i §¹t																																																																											
Kinh HuyÒn SÊm																																																																											
§éc Vò Thiªn H¹																																																																											
Ng¹o Ng« Hiªn Viªn																																																																											
Nô H«n H¾c ¸m																																																																											
Ngän Löa ¸nh S¸ng																																																																											
Viªm D­¬ng Long Tö																																																																											
