MapId	PosX	PosY
43	1675	2708
43	1780	2753
43	1795	2759
43	1849	2823
43	1801	2795
43	1761	2788
43	1779	2752
43	1659	3052
43	1718	3165
43	1756	3200
43	1631	3194
43	1580	3159
43	1811	3233
43	1787	3152
43	1796	3161
43	1808	3183
43	1849	2824
43	1835	2726
43	1813	2750
43	1805	2798
43	1795	2759
43	1767	2755
43	1731	2784
43	1636	2780
43	1638	2839
43	1654	2855
43	1666	2847
43	1702	2820
43	1726	2816
43	1589	2768
43	1651	3053
43	1669	3049
43	1676	3039
43	1653	3133
43	1632	3201
43	1622	3203
43	1615	3206
43	1589	3214
43	1585	3212
43	1683	2738
43	1640	2772
43	1634	2822
43	1687	2835
43	1698	2820
43	1761	2818
43	1650	2852
43	1673	2852
43	1786	2867
43	1833	2856
43	1833	2892
195	1102	2642
195	1118	2629
195	1106	2638
195	958	2683
195	954	2684
195	992	2681
195	890	2699
195	893	2710
195	890	2703
195	910	2707
195	1023	2717
195	1058	2714
195	1100	2693
195	806	2750
195	833	2740
195	1016	2743
195	1082	2746
195	1163	2746
195	824	2776
195	1095	2762
195	1116	2772
195	1133	2759
195	1153	2755
195	836	2789
195	852	2805
195	848	2800
195	954	2803
195	984	2835
195	900	2868
195	908	2876
195	1019	2876
195	975	2899
195	953	2921
195	964	2932
195	979	2918
195	581	2950
195	585	2960
195	616	2947
195	715	2971
195	1034	2948
195	1030	2968
195	541	3004
195	548	2991
195	655	2993
195	661	2977
195	742	3004
195	1029	2994
195	549	3023
195	888	3026
195	1007	3033
195	1018	3009
195	706	3045
195	788	3059
195	842	3065
195	932	3065
195	1071	3103
195	661	3087
195	816	3096
195	974	3083
195	651	3105
195	898	3129
195	912	3112
195	969	3104
195	1023	3134
195	1037	3131
195	1048	3119
195	718	3138
195	917	3149
195	1010	3154
195	653	3199
195	705	3193
195	669	3214
195	999	3207
195	993	3242
195	1038	3284
195	1028	3298
140	2452	3192
140	2471	3199
140	2478	3178
140	2494	3192
140	2338	3208
140	2379	3230
140	2409	3228
140	2440	3211
140	2479	3201
140	2526	3227
140	2349	3273
140	2404	3269
140	2393	3298
140	2402	3322
140	2472	3341
140	2360	3365
140	2405	3383
140	2446	3371
140	2461	3370
140	2386	3392
140	2398	3414
140	2447	3452
140	2482	3445
140	2357	3509
140	2467	3493
140	2464	3516
140	2478	3499
140	2466	3496
140	2332	3531
140	2404	3534
140	2420	3540
140	2420	3540
140	2462	3522
140	2317	3574
140	2335	3567
140	2468	3575
140	2482	3559
140	2327	3612
140	2322	3609
140	2329	3640
140	2392	3637
140	2410	3634
140	2403	3627
140	2432	3624
140	2474	3625
140	2477	3679
140	2403	3711
140	2429	3683
140	2467	3684
140	2429	3713
140	2456	3718
140	2447	3754
140	2436	3757
167	1632	2573
167	1632	2573
167	1632	2573
167	1632	2573
167	1465	2620
167	1481	2592
167	1594	2616
167	1608	2614
167	1638	2610
167	1670	2596
167	1683	2624
167	1712	2639
167	1761	2644
167	1470	2634
167	1482	2650
167	1516	2651
167	1539	2650
167	1558	2635
167	1795	2676
167	1796	2707
167	1533	2713
167	1840	2750
167	1539	2728
167	1572	2726
167	1845	2759
167	1600	2804
167	1837	2792
167	1863	2804
167	1886	2811
167	1898	2834
167	1579	2876
167	1569	2890
167	1846	2909
167	1919	2904
167	1904	2891
167	1818	2927
167	1830	2918
167	1855	2914
167	1884	2937
167	1926	2939
167	1573	2945
167	1810	2945
167	1889	2966
167	1918	2956
167	1613	3000
167	1635	2996
167	1721	3006
167	1740	2995
167	1773	3001
167	1784	3017
167	1633	3050
167	1691	3064
167	1529	3091
167	1581	3082
167	1598	3095
167	1619	3073
167	1710	3075
167	1697	3078
167	1560	3109
167	1587	3119
167	1696	3132
167	1565	3138
167	1504	3195
167	1519	3219
167	1619	3220
167	1537	3244
167	1549	3257
167	1589	3248
167	1608	3244
2	2354	3561
2	2550	3503
2	2545	3476
2	2548	3461
2	2415	3519
2	2434	3509
2	2532	3512
2	2548	3510
2	2609	3492
2	2619	3503
2	2354	3561
2	2428	3546
2	2508	3529
2	2606	3533
2	2354	3561
2	2535	3564
2	2596	3565
2	2621	3567
2	2410	3513
2	2442	3609
2	2532	3587
2	2531	3601
2	2616	3599
2	2353	3625
2	2353	3625
2	2426	3660
2	2606	3660
2	2588	3697
2	2584	3708
2	2597	3696
2	2398	3676
2	2425	3719
2	2438	3827
2	2373	3849
2	2308	3787
2	2321	3846
2	2588	3778
2	2366	3812
2	2581	3835
2	2373	3811
2	2383	3870
2	2494	3868
2	2575	3892
2	2323	3922
2	2393	3914
2	2455	3924
2	2592	3917
2	2612	3926
2	2351	3965
2	2360	3948
2	2320	4018
2	2405	3965
2	2613	3936
2	2623	3970
2	2375	3992
2	2393	3990
2	2554	3996
2	2622	3974
2	2610	3988
2	2321	4014
2	2366	4010
2	2557	4013
2	2587	4022
2	2600	4014
2	2350	4037
2	2353	4052
2	2431	4033
2	2450	4063
2	2472	4044
2	2497	4054
2	2505	4063
2	2523	4060
2	2540	4051
2	2555	4036
2	2332	4074
2	2315	4106
179	1608	2618
179	1697	2649
179	1756	2694
179	1778	2715
179	1808	2753
179	1795	2782
179	1847	2841
179	1881	2774
179	1841	2742
179	1868	2731
179	1879	2700
179	1833	2656
179	1815	2637
179	1806	2584
179	1830	2598
179	1863	2575
179	1874	2549
179	1903	2579
179	1894	2608
179	1910	2625
179	1881	2667
179	1923	2681
179	1922	2714
179	1955	2751
179	1972	2721
179	2015	2706
179	2026	2718
179	1996	2758
179	1975	2790
179	1976	2829
179	1998	2850
179	2031	2822
179	2023	2824
179	1982	2868
179	1944	2828
179	1899	2847
179	1938	2883
179	1909	2888
179	1799	2894
179	1962	2860
179	1707	2894
179	1862	2830
179	1690	2881
179	1766	2904
179	1874	2877
179	1913	2943
179	1923	2901
179	1910	2835
179	1966	2976
179	2077	3096
179	2047	3105
179	2005	3108
179	1988	3174
179	1955	3183
179	1915	3206
179	1916	3236
179	1938	3301
179	1967	3229
179	1834	3171
7	2271	2816
7	2308	2796
7	2345	2732
7	2351	2653
7	2287	2607
7	2258	2588
7	2305	2532
7	2359	2478
7	2385	2479
7	2428	2536
7	2697	2576
7	2382	2526
7	2328	2568
7	2302	2590
7	2339	2620
7	2360	2579
7	2366	2622
7	2443	2646
7	2443	2695
7	2425	2680
7	2478	2717
7	2524	2667
7	2510	2657
7	2491	2632
7	2483	2652
7	2477	2677
7	2468	2622
7	2500	2614
7	2501	2592
7	2531	2618
7	2550	2636
7	2573	2659
7	2540	2690
7	2503	2724
7	2479	2744
7	2459	2765
7	2453	2789
7	2427	2735
7	2408	2702
7	2411	2680
7	2398	2669
7	2377	2655
7	2393	2692
7	2293	2577
7	2335	2499
7	2320	2539
7	2359	2737
7	2351	2759
7	2400	2735
7	2473	2771
7	2297	2790
7	2291	2890
7	2271	2848
7	2287	2792
7	2478	2745
7	2522	2706
7	2564	2682
7	2481	2622
7	2474	2675
92	1595	3224
92	1620	3150
92	1649	3178
92	1680	3133
92	1741	3209
92	1755	3263
92	1722	3287
92	1720	3359
92	1768	3404
92	1812	3351
92	1864	3421
92	1907	3360
92	1899	3286
92	1938	3263
92	2017	3184
92	2062	3228
92	2084	3181
92	2091	3122
92	2082	3066
92	2057	3026
92	2073	2969
92	2005	2996
92	1989	2957
92	1973	2856
92	2006	2826
92	1950	2851
92	1904	2847
92	1882	2870
92	1831	2792
92	1795	2838
92	1777	2804
92	1740	2738
92	1726	2690
92	1697	2659
92	1719	2589
92	1741	2563
92	1576	2529
92	1775	2492
92	1786	2502
92	1774	2532
92	1772	2570
92	1727	2547
92	1721	2589
92	1695	2628
92	1697	2674
92	1734	2692
92	1762	2776
92	1817	2844
92	1862	2843
92	1882	2873
92	1907	2895
92	1928	2925
92	1949	2915
92	1917	2963
92	1882	2873
92	1840	2834
92	1819	2839
92	1778	2810
92	1756	2746
70	1555	3189
70	1516	3105
70	1607	3153
70	1640	3130
70	1672	3166
70	1674	3230
70	1710	3218
70	1747	3213
70	1764	3139
70	1803	3132
70	1763	3109
70	1730	3103
70	1767	3016
70	1796	2967
70	1835	2954
70	1855	3011
70	1900	3006
70	1933	2971
70	1963	2918
70	1891	2883
70	1839	2853
70	1776	2814
70	1760	2868
70	1703	2855
70	1724	2943
70	1698	2988
70	1628	2944
70	1607	2872
70	1641	2921
70	1660	2997
70	1726	2940
70	1769	2919
70	1753	2856
70	1773	2817
70	1833	2850
70	1866	2854
70	1908	2905
70	1931	2970
70	1894	3011
70	1857	3044
70	1822	3020
70	1761	3028
70	1763	3075
70	1765	3111
70	1796	3170
70	1737	3223
70	1668	3192
70	1620	3146
70	1587	3177
70	1540	3141
70	1526	3096
70	1588	3038
70	1626	3039
70	1648	3064
70	1531	3163
70	1564	3168
70	1630	3151
70	1672	3168
70	1674	3230
90	1882	3476
90	1828	3550
90	1778	3558
90	1835	3576
90	1899	3562
90	1949	3550
90	1975	3523
90	1989	3456
90	2022	3460
90	2032	3375
90	2009	3317
90	1970	3321
90	1943	3393
90	1880	3418
90	1900	3464
90	1869	3494
90	1848	3559
90	1997	3445
90	2035	3433
90	2032	3351
90	2023	3291
90	1990	3216
90	1968	3202
90	1963	3166
90	1942	3125
90	1904	3079
90	1886	3046
90	1875	2948
90	1853	2888
90	1832	2871
90	1828	2991
90	1729	2983
90	1753	3035
90	1699	3067
90	1671	3046
90	1621	3059
90	1685	3127
90	1688	3146
90	1753	3053
90	1786	2967
90	1828	3041
90	1732	3173
90	1740	3213
90	1663	3293
90	1659	3329
90	1625	3341
90	1578	3299
90	1566	3259
90	1570	3209
90	1582	3163
90	1595	3209
90	1548	3251
90	1556	3282
90	1594	3296
90	1644	3315
90	1674	3274
90	1706	3243
90	1740	3206
90	1775	3173
74	1875	3173
74	1883	3180
74	1934	3168
74	1968	3204
74	1936	3227
74	1889	3215
74	1873	3243
74	1834	3188
74	1802	3151
74	1742	3169
74	1745	3105
74	1732	3092
74	1698	3136
74	1723	3186
74	1677	3234
74	1650	3268
74	1623	3275
74	1649	3308
74	1691	3296
74	1666	3339
74	1667	3398
74	1707	3389
74	1708	3433
74	1739	3495
74	1760	3530
74	1725	3568
74	1776	3629
74	1793	3669
74	1848	3642
74	1900	3667
74	1936	3642
74	1954	3594
74	1969	3648
74	1987	3713
74	1945	3661
74	1909	3696
74	1867	3674
74	1899	3608
74	1929	3590
74	1886	3543
74	1881	3500
74	1923	3467
74	1903	3437
74	1927	3546
74	1980	3534
74	1956	3501
74	1922	3430
74	1933	3383
74	1927	3317
74	1986	3316
74	1859	3309
74	1860	3246
74	1886	3216
74	1915	3179
74	1953	3188
74	1958	3244
74	1956	3212
74	1937	3259
74	1922	3323
9	2404	5530
9	2387	5366
9	2389	5576
9	2368	5564
9	2376	5603
9	2363	5662
9	2390	5695
9	2376	5731
9	2423	5747
9	2467	5791
9	2485	5719
9	2469	5682
9	2454	5656
9	2419	5691
9	2370	5736
9	2339	5717
9	2314	5723
9	2274	5716
9	2245	5753
9	2235	5742
9	2241	5711
9	2226	5703
9	2217	5719
9	2218	5717
9	2198	5726
9	2155	5702
9	2161	5721
9	2172	5747
9	2172	5803
9	2198	5817
9	2230	5808
9	2229	5801
9	2272	5776
9	2266	5854
9	2282	5833
9	2298	5836
9	2347	5828
9	2349	5858
9	2339	5798
9	2325	5791
9	2307	5803
9	2326	5772
9	2327	5769
9	2343	5783
9	2358	5827
9	2395	5819
9	2437	5827
9	2449	5863
9	2396	5978
9	2323	6023
9	2252	6004
9	2220	6010
9	2206	5973
9	2200	5913
9	2153	5927
9	2127	5959
9	2102	6008
9	2323	6080
9	2377	6175
21	1608	3230
21	1562	3194
21	1529	3164
21	1521	3155
21	1508	3108
21	1558	3063
