TRAPX	TRAPY
52832	121024
52800	121024
52864	121024
52896	121056
52928	121088
52960	121120
52992	121152
52992	121184
52992	121184
52960	121184
52960	121152
52928	121120
52896	121120
52896	121088
52864	121056
52864	121088
52832	121056
52800	121056
52768	121024
52768	120992
52800	120992
52864	120992
52832	120992
52928	121056
52960	121088
52992	121120
52928	121152
52832	121088
53216	121408
53216	121472
53216	121440
53216	121504
53184	121408
53184	121376
53184	121440
53184	121472
53248	121440
53280	121472
53312	121504
53344	121536
53376	121568
53376	121568
53376	121600
53344	121568
53344	121600
53312	121536
53312	121568
53280	121504
53280	121536
53248	121472
53248	121504
53344	121632
53376	121632
53248	121536
53728	121952
53696	121952
53696	121920
53664	121920
53728	121920
53728	121984
53696	121984
53664	121952
53696	121888
53664	121888
54176	122464
54176	122432
54176	122400
54176	122368
54208	122368
54208	122336
54208	122400
54176	122336
54208	122304
54176	122304
54144	122304
54144	122336
54144	122368
54112	122272
54112	122304
54144	122272
54112	122240
54080	122240
54080	122272
54080	122304
54048	122240
54048	122272
54048	122304
54016	122272
54016	122240
54048	122176
54048	122208
54016	122208
54080	122208
54112	122336
53856	122016
53856	122048
53856	121984
53824	121984
53824	122016
53824	122048
53792	122048
53792	122016
53792	121952
53792	121984
53760	121952
53760	121984
53760	121920
53760	122016
54528	122720
54528	122752
54560	122720
54560	122752
54528	122784
54560	122784
54592	122784
54592	122816
54624	122848
54688	122848
54656	122848
54624	122816
54656	122816
54592	122848
54560	122848
54560	122816
54528	122816
54496	122784
54496	122816
54656	122880
54624	122880
54656	122912
54624	122912
54656	122944
54912	123168
54944	123200
54976	123232
55008	123232
55040	123200
55040	123232
55008	123200
54976	123200
54944	123168
54912	123136
54880	123136
54880	123168
54912	123200
54944	123232
54880	123104
54912	123104
54848	123136
54976	123168
55008	123264
55040	123264
