TRAPX	TRAPY
49984	126368
49984	126336
50144	126496
50144	126464
50144	126432
50112	126464
50112	126432
50112	126400
50080	126432
50080	126400
50080	126368
50048	126432
50048	126400
50048	126368
50016	126400
50016	126368
50016	126336
49952	126336
49952	126304
49984	126304
49984	126400
49952	126368
50112	126496
50144	126528
50144	126304
50112	126272
50080	126208
50112	126240
50048	126208
50624	126944
50624	126912
50592	126912
50592	126944
50560	126944
50560	126912
50592	126880
50560	126880
50560	126848
50528	126880
50528	126912
50528	126848
50528	126816
50496	126816
50496	126848
50496	126784
50464	126784
50464	126816
50464	126752
50432	126784
50432	126752
50432	126720
50400	126752
50400	126720
50400	126688
50368	126688
50368	126720
50368	126656
50336	126688
50336	126656
50336	126624
50304	126656
50304	126624
50304	126592
50272	126592
50272	126624
50272	126560
50240	126592
50240	126560
50240	126528
50208	126592
50208	126560
50208	126528
50208	126496
50176	126528
50176	126496
50176	126464
50176	126560
50624	126784
50624	126752
50592	126752
50592	126720
50560	126688
50560	126720
50528	126688
50528	126656
50496	126656
50464	126624
50432	126592
50400	126560
50368	126528
50336	126464
50304	126464
50368	126496
50272	126400
50272	126432
50240	126400
50208	126368
50176	126336
50624	127008
50624	126976
50592	126976
