TRAPX	TRAPY
53344	116704
53376	116704
53344	116672
53376	116672
53312	116704
53312	116672
53376	116736
53408	116768
53440	116800
53472	116832
53504	116864
53536	116896
53568	116928
53600	116960
53632	116992
53664	117024
53344	116736
53376	116768
53408	116800
53408	116736
53440	116832
53440	116768
53472	116800
53472	116864
53504	116832
53504	116896
53536	116864
53536	116928
53568	116896
53568	116960
53600	116928
53600	116992
53632	116960
53632	117024
53664	116992
53664	117056
53696	117024
53696	117056
53696	117088
