TRAPX	TRAPY
56096	112256
56064	112288
56064	112320
56032	112352
56032	112384
56000	112416
56000	112352
56000	112384
55968	112416
55968	112448
55936	112480
55936	112448
55936	112512
55904	112544
55904	112512
55872	112544
55872	112576
55872	112608
55904	112576
55840	112608
55840	112576
55936	112544
55968	112480
55968	112512
56000	112448
56000	112480
56032	112416
56032	112320
56064	112256
56096	112288
56064	112352
56096	112320
56032	112288
56064	112224
56096	112224
56128	112256
56128	112224
56128	112288
55872	112608
55840	112640
55872	112640
55872	112672
