TrapName	enter1
NextTrapName	personroom1
IsTrans	1
NpcParam	-1
TrapCount	9
TransCount	7
30016	100320
30048	100288
30080	100256
30112	100224
30144	100192
30176	100160
30208	100128
30240	100096
30272	100064
33184	103872
33216	103840
33248	103808
33280	103776
33312	103744
33344	103712
33376	103680
TrapName	personroom1
NextTrapName	null
IsTrans	1
NpcParam	-1
TrapCount	7
TransCount	0
33184	103872
33216	103840
33248	103808
33280	103776
33312	103744
33344	103712
33376	103680
TrapName	personroom2
NextTrapName	earthchannel1
IsTrans	1
NpcParam	1
TrapCount	21
TransCount	5
34528	105056
34528	105024
34560	105056
34560	105024
34560	104992
34592	105024
34592	104992
34592	104960
34624	104992
34624	104960
34624	104928
34656	104928
34656	104960
34688	104928
34688	104960
34688	104896
34528	105088
34560	105088
34592	105056
34624	105024
34656	104992
35584	106112
35616	106080
35648	106048
35680	106016
35712	105984
TrapName	earthchannel1
NextTrapName	personroom2
IsTrans	1
NpcParam	-1
TrapCount	21
TransCount	7
35424	105984
35424	105920
35424	105952
35456	105952
35456	105920
35488	105888
35456	105888
35488	105856
35520	105856
35520	105888
35488	105920
35552	105856
35584	105856
35616	105824
35648	105824
35616	105856
35552	105888
35520	105920
35488	105952
35456	105984
35584	105888
34528	104896
34560	104864
34592	104832
34624	104800
34528	104864
34560	104832
34592	104800
TrapName	earthchannel2
NextTrapName	earthroom1
IsTrans	1
NpcParam	-1
TrapCount	29
TransCount	5
36736	107360
36736	107392
36768	107360
36736	107328
36768	107328
36768	107296
36800	107328
36800	107296
36800	107264
36832	107296
36832	107264
36832	107232
36832	107200
36800	107232
36768	107264
36736	107296
36864	107264
36864	107232
36864	107200
36896	107232
36896	107200
36896	107168
36928	107168
36928	107200
36960	107168
36960	107136
36928	107136
36896	107136
36864	107168
38880	109120
38912	109088
38944	109056
38976	109024
39008	108992
TrapName	earthroom1
NextTrapName	earthchannel2
IsTrans	1
NpcParam	-1
TrapCount	21
TransCount	5
38752	108960
38720	108992
38784	108928
38816	108896
38848	108864
38880	108832
38880	108864
38880	108896
38848	108896
38848	108928
38816	108928
38816	108960
38784	108960
38784	108992
38752	108992
38752	109024
38720	109024
38912	108832
38944	108800
38944	108832
38912	108864
36704	107168
36736	107136
36768	107104
36736	107104
36704	107136
TrapName	earthroom2
NextTrapName	skyroom1
IsTrans	1
NpcParam	0
TrapCount	48
TransCount	5
40256	110560
40288	110560
40288	110528
40320	110528
40320	110496
40352	110496
40384	110464
40352	110464
40384	110432
40416	110432
40416	110400
40416	110464
40384	110496
40352	110528
40320	110560
40160	110688
40128	110720
40096	110752
40064	110784
40064	110752
40096	110720
40128	110688
40192	110656
40160	110656
40224	110624
40192	110624
40256	110592
40224	110592
40288	110592
40256	110624
40224	110656
40192	110688
40128	110752
40128	110752
40448	110368
40448	110400
40480	110368
40480	110336
40512	110336
40512	110304
40544	110304
40544	110272
40576	110272
40576	110240
40544	110336
40512	110368
40480	110400
40448	110432
40480	110816
40512	110784
40544	110752
40576	110720
40608	110688
TrapName	skyroom1
NextTrapName	earthroom2
IsTrans	1
NpcParam	-1
TrapCount	50
TransCount	5
40384	110720
40384	110688
40416	110688
40416	110656
40352	110688
40384	110656
40416	110624
40352	110720
40320	110720
40352	110752
40320	110752
40288	110752
40320	110784
40288	110784
40256	110784
40288	110816
40256	110816
40224	110816
40256	110848
40224	110848
40224	110880
40256	110880
40192	110848
40512	110560
40544	110560
40544	110528
40576	110528
40576	110496
40608	110496
40608	110464
40640	110464
40640	110432
40672	110432
40672	110400
40704	110400
40704	110368
40736	110368
40480	110560
40512	110528
40544	110496
40576	110464
40608	110432
40640	110400
40672	110368
40448	110624
40480	110624
40480	110592
40512	110592
40448	110656
40448	110592
40192	110432
40224	110400
40256	110368
40288	110336
40320	110304
TrapName	edge1
NextTrapName	edge1
IsTrans	0
NpcParam	-1
TrapCount	12
TransCount	0
31104	106976
31136	107008
31168	107040
31200	107072
31104	107008
31136	107040
31168	107072
31200	107104
31232	107104
31264	107136
31232	107136
31264	107168
TrapName	edge2
NextTrapName	edge2
IsTrans	0
NpcParam	-1
TrapCount	12
TransCount	0
36576	101472
36608	101504
36640	101536
36672	101568
36704	101600
36736	101632
36608	101472
36576	101440
36640	101504
36672	101536
36704	101568
36736	101600
TrapName	personroomedge2
NextTrapName	personroomedge2
IsTrans	0
NpcParam	-1
TrapCount	16
TransCount	0
36544	101568
36576	101600
36512	101536
36608	101632
36640	101664
36672	101696
36704	101728
36736	101760
36512	101568
36544	101600
36576	101632
36608	101664
36640	101696
36672	101728
36704	101760
36736	101792
TrapName	personroomedge1
NextTrapName	personroomedge1
IsTrans	0
NpcParam	-1
TrapCount	12
TransCount	0
31136	106912
31168	106944
31200	106976
31200	106944
31168	106912
31136	106880
31232	107008
31264	107040
31296	107072
31232	106976
31296	107040
31328	107072
