TrapName	enter1
NextTrapName	personroom1
IsTrans	1
NpcParam	-1
TrapCount	11
TransCount	7
51808	102080
51840	102112
51872	102144
51904	102176
51936	102208
51968	102240
52000	102272
52032	102304
52064	102336
52096	102368
52128	102400
49472	104864
49504	104896
49536	104928
49568	104960
49600	104992
49632	105024
49664	105056
TrapName	personroom1
NextTrapName	null
IsTrans	1
NpcParam	-1
TrapCount	7
TransCount	0
49472	104864
49504	104896
49536	104928
49568	104960
49600	104992
49632	105024
49664	105056
TrapName	personroom2
NextTrapName	earthchannel1
IsTrans	1
NpcParam	1
TrapCount	10
TransCount	5
48256	106144
48224	106144
48224	106176
48256	106176
48288	106176
48256	106208
48288	106208
48320	106208
48320	106240
48288	106240
47520	107136
47552	107168
47584	107200
47488	107104
47616	107232
TrapName	earthchannel1
NextTrapName	personroom2
IsTrans	1
NpcParam	-1
TrapCount	19
TransCount	6
47584	106976
47584	107008
47616	106976
47616	107008
47648	107008
47648	107040
47680	107040
47680	107072
47712	107072
47712	107104
47744	107104
47744	107136
47776	107168
47776	107136
47744	107168
47712	107136
47680	107104
47616	107040
47648	107072
48288	106048
48320	106048
48320	106080
48352	106080
48352	106112
48384	106112
TrapName	earthchannel2
NextTrapName	earthroom1
IsTrans	1
NpcParam	-1
TrapCount	21
TransCount	5
46464	108128
46496	108160
46464	108160
46432	108160
46464	108192
46496	108192
46528	108192
46528	108160
46496	108128
46560	108224
46560	108192
46400	108192
46368	108160
46368	108192
46432	108192
46432	108224
46464	108224
46464	108256
46400	108224
46432	108256
46592	108256
45248	109216
45280	109248
45312	109280
45344	109312
45376	109344
TrapName	earthroom1
NextTrapName	earthchannel2
IsTrans	1
NpcParam	-1
TrapCount	20
TransCount	7
45312	109088
45344	109120
45376	109152
45408	109184
45440	109216
45472	109248
45504	109280
45472	109280
45440	109248
45408	109216
45376	109184
45344	109152
45312	109120
45280	109088
45280	109120
45312	109152
45344	109184
45376	109216
45408	109248
45440	109280
46560	108032
46592	108064
46624	108096
46656	108128
46592	108032
46624	108064
46656	108096
TrapName	earthroom2
NextTrapName	skyroom1
IsTrans	1
NpcParam	0
TrapCount	47
TransCount	5
43712	110272
43680	110240
43712	110240
43744	110272
43744	110304
43776	110304
43776	110336
43808	110336
43808	110368
43840	110368
43840	110400
43872	110400
43872	110432
43904	110432
43904	110464
43936	110464
43936	110496
43968	110496
43968	110528
44000	110528
44000	110560
43712	110304
43744	110336
43776	110368
43808	110400
43840	110432
43872	110464
43904	110496
43936	110528
43968	110560
44000	110592
44032	110560
44032	110592
44064	110592
44064	110624
44096	110624
44096	110656
44128	110656
44128	110688
44160	110688
44160	110720
44192	110688
44192	110752
44032	110624
44064	110656
44096	110688
44128	110720
43712	110624
43744	110656
43776	110688
43808	110720
43840	110752
TrapName	skyroom1
NextTrapName	earthroom2
IsTrans	1
NpcParam	-1
TrapCount	45
TransCount	5
43616	110368
43616	110400
43584	110368
43648	110400
43648	110432
43680	110432
43680	110464
43712	110464
43712	110496
43744	110496
43744	110528
43776	110528
43776	110560
43808	110560
43648	110368
43680	110400
43712	110432
43744	110464
43776	110496
43808	110528
43840	110560
43808	110592
43840	110592
43840	110624
43872	110624
43872	110656
43904	110656
43904	110688
43936	110688
43936	110720
43968	110720
43968	110752
44000	110752
44000	110784
43872	110592
43904	110624
43936	110656
43968	110688
44000	110720
44032	110784
44032	110816
44064	110816
44064	110848
44032	110752
44064	110784
43968	110336
44000	110368
44032	110400
44064	110432
44096	110464
TrapName	edge1
NextTrapName	edge1
IsTrans	0
NpcParam	-1
TrapCount	15
TransCount	0
51648	108320
51680	108288
51680	108320
51648	108352
51712	108256
51744	108224
51776	108192
51808	108160
51840	108128
51872	108128
51840	108160
51808	108192
51776	108224
51744	108256
51712	108288
TrapName	edge2
NextTrapName	edge2
IsTrans	0
NpcParam	-1
TrapCount	13
TransCount	0
46144	102880
46176	102848
46208	102816
46240	102784
46272	102752
46304	102720
46336	102688
46144	102848
46176	102816
46208	102784
46240	102752
46272	102720
46304	102688
TrapName	personroomedge1
NextTrapName	personroomedge1
IsTrans	0
NpcParam	-1
TrapCount	18
TransCount	0
51680	108128
51680	108160
51648	108160
51648	108192
51648	108224
51616	108192
51456	107744
51840	108032
51808	108032
51808	108064
51776	108064
51744	108064
51744	108096
51776	108096
51712	108096
51712	108128
51744	108128
51712	108160
TrapName	personroomedge2
NextTrapName	personroomedge2
IsTrans	0
NpcParam	-1
TrapCount	14
TransCount	0
46176	102944
46208	102912
46240	102880
46272	102848
46304	102816
46336	102784
46368	102752
46176	102976
46208	102944
46240	102912
46272	102880
46304	102848
46336	102816
46368	102784
