TRAPX	TRAPY
40128	114112
40096	114112
40096	114144
40128	114144
40128	114176
40160	114144
40160	114176
40160	114208
40192	114176
40192	114208
40192	114240
40224	114208
40224	114240
40224	114272
40256	114240
40256	114272
40288	114272
40256	114304
40288	114304
40288	114336
40320	114304
40320	114336
40352	114336
40320	114368
40352	114368
40384	114368
40384	114400
40352	114400
40416	114400
40384	114432
40416	114432
40416	114464
40064	113696
40448	114432
40448	114464
40480	114464
40480	114496
40448	114496
40512	114496
40480	114528
40512	114528
40544	114528
40544	114560
40512	114560
40576	114560
40544	114592
40576	114592
