TrapName	enter1
NextTrapName	personroom1
IsTrans	1
NpcParam	-1
TrapCount	14
TransCount	6
52128	123264
52160	123232
52096	123296
52064	123328
52192	123200
52032	123360
52000	123392
52224	123168
52256	123136
52288	123104
52320	123072
52352	123040
52384	123008
52416	122976
49664	120128
49696	120096
49728	120064
49760	120032
49792	120000
49824	119968
TrapName	personroom1
NextTrapName	null
IsTrans	1
NpcParam	-1
TrapCount	6
TransCount	0
49664	120128
49696	120096
49728	120064
49760	120032
49792	120000
49824	119968
TrapName	personroom2
NextTrapName	earthchannel1
IsTrans	1
NpcParam	1
TrapCount	17
TransCount	7
48384	119072
48416	119040
48448	119008
48480	118976
48512	118944
48544	118944
48544	118912
48512	118912
48480	118944
48512	118976
48480	119008
48416	119008
48448	118976
48448	119040
48416	119072
48384	119040
48544	118880
47936	118240
47872	118304
47904	118272
47968	118208
47936	118208
47904	118240
47872	118272
TrapName	earthchannel1
NextTrapName	personroom2
IsTrans	1
NpcParam	-1
TrapCount	11
TransCount	10
47904	118400
47936	118368
47968	118336
48000	118304
47936	118400
47968	118368
48000	118336
48032	118336
48000	118368
47968	118400
47936	118432
48480	119136
48512	119104
48544	119072
48576	119040
48608	119008
48480	119168
48512	119136
48544	119104
48576	119072
48608	119040
TrapName	earthchannel2
NextTrapName	earthroom1
IsTrans	1
NpcParam	-1
TrapCount	20
TransCount	9
46528	117056
46560	117056
46560	117024
46592	117056
46624	117056
46688	117024
46656	117056
46656	117024
46720	116992
46752	116960
46784	116928
46752	116928
46720	116960
46688	116992
46624	117024
46592	117024
46688	117056
46720	117024
46752	116992
46784	116960
45280	115648
45312	115616
45344	115584
45376	115552
45344	115552
45312	115584
45280	115616
45248	115648
45248	115680
TrapName	earthroom1
NextTrapName	earthchannel2
IsTrans	1
NpcParam	-1
TrapCount	26
TransCount	5
45440	115680
45472	115648
45504	115616
45408	115680
45440	115648
45472	115616
45440	115616
45504	115584
45472	115584
45408	115648
45376	115680
45248	115872
45280	115840
45312	115808
45344	115776
45376	115744
45408	115712
45248	115840
45280	115808
45312	115776
45344	115744
45376	115712
45344	115712
45312	115744
45280	115776
45248	115808
46720	117216
46752	117184
46784	117152
46816	117120
46848	117088
TrapName	earthroom2
NextTrapName	skyroom1
IsTrans	1
NpcParam	0
TrapCount	53
TransCount	9
43744	114656
43776	114656
43776	114624
43808	114624
43808	114592
43840	114592
43840	114560
43872	114560
43872	114528
43904	114528
43904	114496
43936	114496
43968	114464
43936	114464
43968	114432
44000	114432
44000	114400
43776	114592
43808	114560
43840	114528
43872	114496
43904	114464
43936	114432
43968	114400
44000	114368
44032	114400
44032	114368
44064	114368
44064	114336
44096	114336
44096	114304
44128	114304
44128	114272
44160	114240
44160	114272
44192	114208
44192	114240
44224	114176
44224	114208
44256	114176
44256	114144
44288	114144
44288	114112
44320	114112
44320	114080
44032	114336
44064	114304
44096	114272
44128	114240
44160	114208
44192	114176
44224	114144
44256	114112
43840	114208
43872	114176
43904	114144
43936	114112
43968	114080
43936	114080
43904	114112
43872	114144
43840	114176
TrapName	skyroom1
NextTrapName	earthroom2
IsTrans	1
NpcParam	-1
TrapCount	47
TransCount	9
43712	114496
43712	114464
43744	114432
43776	114432
43776	114400
43808	114400
43744	114464
43808	114368
43840	114368
43840	114336
43872	114336
43872	114304
43904	114304
43904	114272
43936	114272
43936	114240
43968	114240
43968	114208
44000	114208
44000	114176
43776	114464
43808	114432
43840	114400
43872	114368
43904	114336
43936	114304
43968	114272
44000	114240
44032	114176
44032	114144
44064	114144
44064	114112
44096	114112
44096	114080
44128	114080
44128	114048
44160	114048
44160	114016
44192	114016
44192	113984
44224	113984
44032	114208
44064	114176
44096	114144
44128	114112
44160	114080
44192	114048
44032	114560
44064	114528
44096	114496
44128	114464
44160	114432
44128	114496
44096	114528
44064	114560
44160	114464
TrapName	edge1
NextTrapName	edge1
IsTrans	0
NpcParam	-1
TrapCount	13
TransCount	0
51808	116960
51840	116992
51872	117024
51904	117056
51936	117088
51968	117120
51840	116960
51872	116992
51904	117024
51936	117056
51968	117088
51808	116928
52000	117120
TrapName	edge2
NextTrapName	edge2
IsTrans	0
NpcParam	-1
TrapCount	15
TransCount	0
46368	122368
46400	122400
46432	122432
46464	122464
46496	122496
46528	122528
46336	122336
46336	122368
46368	122400
46400	122432
46432	122464
46464	122496
46496	122528
46528	122560
46560	122592
TrapName	personroomedge1
NextTrapName	personroomedge1
IsTrans	0
NpcParam	-1
TrapCount	12
TransCount	0
51776	117024
51808	117056
51840	117088
51872	117120
51904	117152
51936	117184
51776	117056
51808	117088
51840	117120
51872	117152
51904	117184
51936	117216
TrapName	personroomedge2
NextTrapName	personroomedge2
IsTrans	0
NpcParam	-1
TrapCount	12
TransCount	0
46400	122304
46432	122336
46464	122368
46496	122400
46528	122432
46560	122464
46432	122304
46464	122336
46496	122368
46528	122400
46560	122432
46592	122464
